rdsg_name,rdsg_artist,rdsg_spotify_id,rdsg_release_date,rdsg_genres,genre_chosic,is_pop,Audio Feature,Length,Tempo,Loudness,Key,Camelot,Explicit,Popularity,Happiness,Danceability,Energy,Acousticness,Instrumentalness,Liveness,Speechiness
Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0,2023-08-18,[],pop,TRUE,"Length: 3:20  Tempo: 118 bpm  Loudness: -5 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 90/100

Happiness: 63/100

Danceability: 71/100

Energy: 69/100

Acousticness: 6/100

Instrumentalness: 0/100

Liveness: 2/100

Speechiness: 6/100",3:20,118,-5,C Major,8B,Yes,90,63,71,69,6,0,2,6
Creepin',Metro Boomin & the Weeknd & 21 Savage,2dHHgzDwk4BJdRwy9uXhTO,2022-12-02,[],"rap, pop, hiphop, r&b",TRUE,"Length: 3:41  Tempo: 98 bpm  Loudness: -6 db 
Key: C♯/D♭ Minor Camelot: 12A Explicit: Yes
Popularity: 85/100

Happiness: 17/100

Danceability: 72/100

Energy: 62/100

Acousticness: 42/100

Instrumentalness: 0/100

Liveness: 8/100

Speechiness: 5/100",3:41,98,-6,C♯/D♭ Minor,12A,Yes,85,17,72,62,42,0,8,5
Fast Car,Luke Combs,1Lo0QY9cvc8sUB2vnIOxDT,2023-03-24,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,6AQbmUe0Qwf5PZnt4HmTXv,2023-02-03,['bedroom pop'],pop,TRUE,"Length: 2:11  Tempo: 133 bpm  Loudness: -8 db 
Key: F Major Camelot: 7B Explicit: Yes
Popularity: 76/100

Happiness: 86/100

Danceability: 70/100

Energy: 81/100

Acousticness: 25/100

Instrumentalness: 0/100

Liveness: 25/100

Speechiness: 5/100",2:11,133,-8,F Major,7B,Yes,76,86,70,81,25,0,25,5
Thought You Should Know,Morgan Wallen,3Qu3Zh4WTKhP9GEXo0aDnb,2023-03-03,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
All My Life,Lil Durk,6HgWWaMu31KdOpEG5l28BG,2023-05-12,['drill'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Just Wanna Rock,Lil Uzi Vert,4FyesJzVpA39hbYvcseO2d,2022-10-17,['melodic rap'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Vampire,Olivia Rodrigo,1kuGVB7EU95pJObxwvfwKS,2023-09-08,[],pop,TRUE,"Length: 3:39  Tempo: 137 bpm  Loudness: -6 db 
Key: F Major Camelot: 7B Explicit: Yes
Popularity: 64/100

Happiness: 32/100

Danceability: 47/100

Energy: 56/100

Acousticness: 17/100

Instrumentalness: 0/100

Liveness: 19/100

Speechiness: 6/100",3:39,137,-6,F Major,7B,Yes,64,32,47,56,17,0,19,6
FukUMean,Gunna,4rXLjWdF2ZZpXCVTfWcshS,2023-06-16,['melodic rap'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Players,Coi Leray,6UN73IYd0hZxLi8wFPMQij,2022-11-30,[],rap,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Need a Favor,Jelly Roll,07on0OB2cdPt79IFsgdRUy,2023-06-02,"['country hip hop', 'country']","country, hiphop, rap",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dance the Night,Dua Lipa,1vYXt7VSjH9JIM5oRRo7vA,2023-05-25,['pop'],pop,TRUE,"Length: 2:56  Tempo: 110 bpm  Loudness: -5 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 72/100

Happiness: 78/100

Danceability: 67/100

Energy: 85/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 33/100

Speechiness: 5/100",2:56,110,-5,B Minor,10A,Yes,72,78,67,85,2,0,33,5
Love You Anyway,Luke Combs,2kYevr8cbIAH2ha8210Bnz,2023-03-24,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
One Thing at a Time,Morgan Wallen,1rXq0uoV4KTgRN64jXzIxo,2023-03-03,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Superhero (Heroes & Villains),Metro Boomin & Future & Chris Brown,0vjeOZ3Ft5jvAi9SBFJm1j,2022-12-02,[],"rap, r&b, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
La Bebé,Yng Lvcas & Peso Pluma,2UW7JaomAMuX9pZrjVpHAU,2023-03-17,"['reggaeton mexa', 'reggaeton', 'electro corridos']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Religiously,Bailey Zimmerman,0bILU0UiNDmA5Ff6whhb2R,2023-01-11,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cupid,Fifty Fifty,4gXHG9domIKO6FIViDISA4,2023-09-22,['k-pop'],pop,TRUE,"Length: 2:54  Tempo: 120 bpm  Loudness: -8 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 65/100

Happiness: 96/100

Danceability: 77/100

Energy: 66/100

Acousticness: 66/100

Instrumentalness: 0/100

Liveness: 40/100

Speechiness: 3/100",2:54,120,-8,D Major,10B,Yes,65,96,77,66,66,0,40,3
Search & Rescue,Drake,7aRCf5cLOFN1U7kvtChY1G,2023-04-07,['rap'],"rap, hiphop, pop",TRUE,"Length: 4:32  Tempo: 142 bpm  Loudness: -8 db 
Key: A#/B♭ Minor Camelot: 3A Explicit: Yes
Popularity: 75/100

Happiness: 54/100

Danceability: 82/100

Energy: 44/100

Acousticness: 6/100

Instrumentalness: 0/100

Liveness: 33/100

Speechiness: 7/100",4:32,142,-8,A#/B♭ Minor,3A,Yes,75,54,82,44,6,0,33,7
Barbie World,Nicki Minaj & Ice Spice & Aqua,741UUVE2kuITl0c6zuqqbO,2023-06-23,[],"pop, rap, hiphop",TRUE,"Length: 1:49  Tempo: 144 bpm  Loudness: -8 db 
Key: C Major Camelot: 8B Explicit: No
Popularity: 55/100

Happiness: 74/100

Danceability: 76/100

Energy: 58/100

Acousticness: 51/100

Instrumentalness: 0/100

Liveness: 24/100

Speechiness: 25/100",1:49,144,-8,C Major,8B,No,55,74,76,58,51,0,24,25
Next Thing You Know,Jordan Davis,39OclE5hZematADrdfaWvE,2023-02-17,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Escapism,Raye,5mHdCZtVyb4DcJw8799hZp,2023-02-03,[],"pop, r&b, rap",TRUE,"Length: 4:32  Tempo: 96 bpm  Loudness: -5 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 82/100

Happiness: 25/100

Danceability: 54/100

Energy: 74/100

Acousticness: 14/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 11/100",4:32,96,-5,D Major,10B,Yes,82,25,54,74,14,0,9,11
Un x100to,Grupo Frontera & Bad Bunny,6pD0ufEQq0xdHSsRbg9LBK,2023-04-17,"['cumbia norteña', 'banda', 'norteño', 'música mexicana', 'corrido', 'corridos tumbados', 'grupera', 'corridos bélicos', 'tejano']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Paint the Town Red,Doja Cat,2IGMVunIBsBLtEQyoI1Mu7,2023-08-04,[],pop,TRUE,"Length: 3:51  Tempo: 100 bpm  Loudness: -9 db 
Key: F Major Camelot: 7B Explicit: Yes
Popularity: 81/100

Happiness: 73/100

Danceability: 87/100

Energy: 54/100

Acousticness: 27/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 17/100",3:51,100,-9,F Major,7B,Yes,81,73,87,54,27,0,9,17
Wait in the Truck,Hardy,6fDlK6P4s3BVMls9EmfCWI,2023-01-20,"['country', 'country rock']","country, rock, pop",TRUE,"Length: 4:37  Tempo: 140 bpm  Loudness: -7 db 
Key: F#/G♭ Major Camelot: 2B Explicit: Yes
Popularity: 74/100

Happiness: 25/100

Danceability: 54/100

Energy: 46/100

Acousticness: 28/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 3/100",4:37,140,-7,F#/G♭ Major,2B,Yes,74,25,54,46,28,0,10,3
Chemical,Post Malone,5w40ZYhbBMAlHYNDaVJIUu,2023-04-14,[],"rap, pop",TRUE,"Length: 3:04  Tempo: 170 bpm  Loudness: -5 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 78/100

Happiness: 37/100

Danceability: 50/100

Energy: 90/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 5/100",3:04,170,-5,D Major,10B,Yes,78,37,50,90,0,0,12,5
Heart Like a Truck,Lainey Wilson,5DIBVDJOHh7djepAjKHWCO,2022-11-28,['country'],"pop, country",TRUE,"Length: 3:19  Tempo: 140 bpm  Loudness: -5 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 79/100

Happiness: 39/100

Danceability: 59/100

Energy: 63/100

Acousticness: 15/100

Instrumentalness: 0/100

Liveness: 16/100

Speechiness: 3/100",3:19,140,-5,A Major,11B,Yes,79,39,59,63,15,0,16,3
Dancin' in the Country,Tyler Hubbard,2KtGiBi5CrX2ERPD2PAS34,2023-01-27,['country'],"country, pop",TRUE,"Length: 2:59  Tempo: 115 bpm  Loudness: -5 db 
Key: G Major Camelot: 9B Explicit: Yes
Popularity: 74/100

Happiness: 53/100

Danceability: 66/100

Energy: 87/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 7/100",2:59,115,-5,G Major,9B,Yes,74,53,66,87,0,0,10,7
Daylight,David Kushner,5OGZ2Mx4Cs6RCndDRycGBJ,2024-08-30,[],pop,TRUE,"Length: 3:32  Tempo: 130 bpm  Loudness: -9 db 
Key: D Minor Camelot: 7A Explicit: Yes
Popularity: 72/100

Happiness: 32/100

Danceability: 51/100

Energy: 43/100

Acousticness: 83/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 3/100",3:32,130,-9,D Minor,7A,Yes,72,32,51,43,83,0,9,3
Lift Me Up,Rihanna,35ovElsgyAtQwYPYnZJECg,2022-10-28,[],pop,TRUE,"Length: 3:16  Tempo: 177 bpm  Loudness: -6 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 72/100

Happiness: 17/100

Danceability: 25/100

Energy: 30/100

Acousticness: 90/100

Instrumentalness: 0/100

Liveness: 13/100

Speechiness: 3/100",3:16,177,-6,A Major,11B,Yes,72,17,25,30,90,0,13,3
Eyes Closed,Ed Sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,2023-05-05,['soft pop'],pop,TRUE,"Length: 3:14  Tempo: 107 bpm  Loudness: -7 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 77/100

Happiness: 31/100

Danceability: 79/100

Energy: 52/100

Acousticness: 25/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 7/100",3:14,107,-7,B Minor,10A,Yes,77,31,79,52,25,0,9,7
TQG,Karol G & Shakira,0DWdj2oZMBFSzRsi2Cvfzf,2023-02-24,"['reggaeton', 'latin', 'urbano latino']",pop,TRUE,"Length: 3:19  Tempo: 180 bpm  Loudness: -4 db 
Key: E Minor Camelot: 9A Explicit: Yes
Popularity: 85/100

Happiness: 61/100

Danceability: 72/100

Energy: 63/100

Acousticness: 67/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 28/100",3:19,180,-4,E Minor,9A,Yes,85,61,72,63,67,0,9,28
Try That in a Small Town,Jason Aldean,5BqI4ugJL5WaPRQ6MlC8Ho,2023-11-03,"['country', 'acoustic country']","rock, country",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Tennessee Orange,Megan Moroney,6DLbBlGIOjjEj0dNN25zhZ,2023-05-05,['country'],"pop, country",TRUE,"Length: 3:43  Tempo: 156 bpm  Loudness: -7 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 69/100

Happiness: 27/100

Danceability: 38/100

Energy: 49/100

Acousticness: 13/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 3/100",3:43,156,-7,A Major,11B,Yes,69,27,38,49,13,0,12,3
Princess Diana,Ice Spice & Nicki Minaj,0ZxhtATQ0a6EvQNZ0z6NKV,2023-04-14,[],"rap, pop, hiphop",TRUE,"Length: 2:52  Tempo: 148 bpm  Loudness: -5 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 71/100

Happiness: 74/100

Danceability: 90/100

Energy: 68/100

Acousticness: 14/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 19/100",2:52,148,-5,A Major,11B,Yes,71,74,90,68,14,0,10,19
Tomorrow 2,GloRilla & Cardi B,0WNfQxDGaPTl0yogcMR5v1,2022-11-11,[],"rap, pop, hiphop",TRUE,"Length: 3:29  Tempo: 160 bpm  Loudness: -4 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 74/100

Happiness: 68/100

Danceability: 80/100

Energy: 81/100

Acousticness: 7/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 40/100",3:29,160,-4,C Major,8B,Yes,74,68,80,81,7,0,12,40
Where She Goes,Bad Bunny,7ro0hRteUMfnOioTFI5TG1,2023-05-18,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
I Remember Everything,Zach Bryan,4KULAymBBJcPRpk1yO4dOG,2023-08-25,"['country', 'red dirt']",country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
What It Is (Block Boy),Doechii,1O8zCu3dLLPxkbGfIsbRgE,2023-03-17,[],"r&b, rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nobody Gets Me,SZA,5Y35SjAfXjjG0sFQ3KOxmm,2022-12-09,['r&b'],"rap, r&b, pop",TRUE,"Length: 3:00  Tempo: 100 bpm  Loudness: -8 db 
Key: G Major Camelot: 9B Explicit: Yes
Popularity: 86/100

Happiness: 28/100

Danceability: 36/100

Energy: 28/100

Acousticness: 81/100

Instrumentalness: 0/100

Liveness: 18/100

Speechiness: 3/100",3:00,100,-8,G Major,9B,Yes,86,28,36,28,81,0,18,3
Rich Men North of Richmond,Oliver Anthony Music,78Du4CMFgnhdlG33gblkiP,2023-08-11,['country'],"pop, country",TRUE,"Length: 3:07  Tempo: 122 bpm  Loudness: -12 db 
Key: A#/B♭ Major Camelot: 6B Explicit: Yes
Popularity: 79/100

Happiness: 53/100

Danceability: 68/100

Energy: 26/100

Acousticness: 75/100

Instrumentalness: 0/100

Liveness: 30/100

Speechiness: 6/100",3:07,122,-12,A#/B♭ Major,6B,Yes,79,53,68,26,75,0,30,6
Dial Drunk,Noah Kahan & Post Malone,22VHOlVYBqytsrAqV8yXBK,2023-07-18,[],"rap, pop",TRUE,"Length: 3:33  Tempo: 112 bpm  Loudness: -7 db 
Key: G#/A♭ Major Camelot: 4B Explicit: Yes
Popularity: 82/100

Happiness: 68/100

Danceability: 67/100

Energy: 61/100

Acousticness: 12/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 3/100",3:33,112,-7,G#/A♭ Major,4B,Yes,82,68,67,61,12,0,11,3
What Was I Made For?,Billie Eilish,6wf7Yu7cxBSPrRlWeSeK0Q,2023-07-13,[],pop,TRUE,"Length: 3:42  Tempo: 78 bpm  Loudness: -18 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 89/100

Happiness: 14/100

Danceability: 44/100

Energy: 9/100

Acousticness: 96/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 3/100",3:42,78,-18,C Major,8B,Yes,89,14,44,9,96,0,10,3
Seven,Jungkook,2HRgqmZQC0MC7GeNuDIXHN,2023-11-03,['k-pop'],pop,TRUE,"Length: 3:03  Tempo: 125 bpm  Loudness: -4 db 
Key: B Major Camelot: 1B Explicit: Yes
Popularity: 86/100

Happiness: 87/100

Danceability: 79/100

Energy: 83/100

Acousticness: 31/100

Instrumentalness: 0/100

Liveness: 8/100

Speechiness: 4/100",3:03,125,-4,B Major,1B,Yes,86,87,79,83,31,0,8,4
Handle on You,Parker McCollum,4reXo2zg1uhEIpUAacDb9C,2023-05-12,"['texas country', 'red dirt', 'country']","pop, country",TRUE,"Length: 3:39  Tempo: 105 bpm  Loudness: -4 db 
Key: F#/G♭ Major Camelot: 2B Explicit: Yes
Popularity: 74/100

Happiness: 62/100

Danceability: 59/100

Energy: 93/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 29/100

Speechiness: 3/100",3:39,105,-4,F#/G♭ Major,2B,Yes,74,62,59,93,0,0,29,3
Por Las Noches,Peso Pluma,6YWME4xCa5Lm6X1exVMQIC,2021-06-11,"['corrido', 'corridos tumbados', 'corridos bélicos', 'música mexicana', 'sad sierreño', 'banda', 'electro corridos']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Memory Lane,Old Dominion,1nrgBXtczBXNSlqIezjwbR,2023-10-06,['country'],"country, rock",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Area Codes,Kaliii,7sliFe6W30tPBPh6dvZsIH,2023-03-17,[],rap,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
What My World Spins Around,Jordan Davis,6vjZxvzdAeHp7jv3R398Xm,2023-02-17,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wild as Her,Corey Kent,3kXH9BQq0TyNliiP1MIE6N,2023-06-02,"['country', 'texas country']","pop, country",TRUE,"Length: 3:19  Tempo: 148 bpm  Loudness: -6 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 64/100

Happiness: 46/100

Danceability: 50/100

Energy: 74/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 13/100

Speechiness: 4/100",3:19,148,-6,C Major,8B,Yes,64,46,50,74,0,0,13,4
Peaches & Eggplants,Young Nudy,1KUZ33cOqk3X4Ezk0aZnVp,2023-02-27,[],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Meltdown,Travis Scott,67nepsnrcZkowTxMWigSbb,2023-07-28,['rap'],rap,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Put It on da Floor Again,Latto,6c6WmIHcHlhccEwSFBhzNa,2023-06-02,[],"rap, pop",TRUE,"Length: 3:01  Tempo: 84 bpm  Loudness: -8 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 60/100

Happiness: 45/100

Danceability: 56/100

Energy: 56/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 50/100

Speechiness: 46/100",3:01,84,-8,C♯/D♭ Major,3B,Yes,60,45,56,56,2,0,50,46
Watermelon Moonshine,Lainey Wilson,3sYBFUXTv0STUoUINx9Qe8,2022-11-28,['country'],"pop, country",TRUE,"Length: 3:28  Tempo: 140 bpm  Loudness: -7 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 78/100

Happiness: 65/100

Danceability: 74/100

Energy: 41/100

Acousticness: 47/100

Instrumentalness: 0/100

Liveness: 13/100

Speechiness: 3/100",3:28,140,-7,C♯/D♭ Major,3B,Yes,78,65,74,41,47,0,13,3
Lose Control,Teddy Swims,17phhZDn6oGtzMe56NuWvj,2023-09-15,[],"pop, rock",TRUE,"Length: 3:30  Tempo: 160 bpm  Loudness: -4 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 85/100

Happiness: 24/100

Danceability: 56/100

Energy: 60/100

Acousticness: 20/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 3/100",3:30,160,-4,A Major,11B,Yes,85,24,56,60,20,0,10,3
A Bar Song (Tipsy),Shaboozey,2FQrifJ1N335Ljm3TjTVVf,2024-04-12,[],"pop, rap, hiphop",TRUE,"Length: 2:51  Tempo: 81 bpm  Loudness: -5 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 88/100

Happiness: 60/100

Danceability: 72/100

Energy: 71/100

Acousticness: 6/100

Instrumentalness: 0/100

Liveness: 8/100

Speechiness: 3/100",2:51,81,-5,A Major,11B,Yes,88,60,72,71,6,0,8,3
Beautiful Things,Benson Boone,3xkHsmpQCBMytMJNiDf3Ii,2024-04-05,[],"pop, rock",TRUE,"Length: 3:00  Tempo: 105 bpm  Loudness: -6 db 
Key: A#/B♭ Major Camelot: 6B Explicit: Yes
Popularity: 89/100

Happiness: 22/100

Danceability: 47/100

Energy: 47/100

Acousticness: 15/100

Instrumentalness: 0/100

Liveness: 14/100

Speechiness: 6/100",3:00,105,-6,A#/B♭ Major,6B,Yes,89,22,47,47,15,0,14,6
I Had Some Help,Post Malone,7221xIgOnuakPdLqT0F3nP,2024-05-10,[],"country, rap, pop, hiphop, r&b",TRUE,"Length: 2:58  Tempo: 128 bpm  Loudness: -5 db 
Key: G Major Camelot: 9B Explicit: Yes
Popularity: 86/100

Happiness: 73/100

Danceability: 64/100

Energy: 86/100

Acousticness: 1/100

Instrumentalness: 0/100

Liveness: 25/100

Speechiness: 3/100",2:58,128,-5,G Major,9B,Yes,86,73,64,86,1,0,25,3
Lovin on Me,Jack Harlow,4xhsWYTOGcal8zt0J161CU,2023-11-10,[],"hiphop, pop, rap",TRUE,"Length: 2:18  Tempo: 105 bpm  Loudness: -5 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 83/100

Happiness: 61/100

Danceability: 94/100

Energy: 56/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 6/100",2:18,105,-5,D Major,10B,Yes,83,61,94,56,0,0,9,6
Not Like Us,Kendrick Lamar,6AI3ezQ4o3HUoP6Dhudph3,2024-05-04,"['hip hop', 'west coast hip hop']","hiphop, rap",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Espresso,Sabrina Carpenter,2HRqTpkrJO5ggZyyK6NPWz,2024-08-23,[],"pop, r&b",TRUE,"Length: 2:55  Tempo: 104 bpm  Loudness: -5 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 72/100

Happiness: 73/100

Danceability: 71/100

Energy: 74/100

Acousticness: 12/100

Instrumentalness: 0/100

Liveness: 15/100

Speechiness: 3/100",2:55,104,-5,C Major,8B,Yes,72,73,71,74,12,0,15,3
Million Dollar Baby,Tommy Richman,5AJ9hqTS2wcFQCELCFRO7A,2024-04-26,[],"r&b, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Too Sweet,Hozier,19XpFsce28aByvCC4g89tJ,2024-08-19,[],"pop, rock, r&b",TRUE,"Length: 4:11  Tempo: 117 bpm  Loudness: -6 db 
Key: A#/B♭ Major Camelot: 6B Explicit: Yes
Popularity: 79/100

Happiness: 93/100

Danceability: 74/100

Energy: 62/100

Acousticness: 3/100

Instrumentalness: 0/100

Liveness: 4/100

Speechiness: 4/100",4:11,117,-6,A#/B♭ Major,6B,Yes,79,93,74,62,3,0,4,4
Greedy,Tate McRae,3rUGC1vUpkDG9CZFHMur1t,2023-09-15,[],"pop, r&b",TRUE,"Length: 2:11  Tempo: 111 bpm  Loudness: -3 db 
Key: F#/G♭ Minor Camelot: 11A Explicit: Yes
Popularity: 91/100

Happiness: 84/100

Danceability: 75/100

Energy: 73/100

Acousticness: 26/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 3/100",2:11,111,-3,F#/G♭ Minor,11A,Yes,91,84,75,73,26,0,11,3
Like That,Future & Metro Boomin & Kendrick Lamar,2tudvzsrR56uom6smgOcSf,2024-03-22,['rap'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
