name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,is_pop,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe
daughter,beyoncé,0hWCzWl04zT7P6vMy63XCN,2024,9999,0,1,203,114,-10,Minor,9,8A,39,37,45,79,0,12,4
i swear,asake,0RHdQDaqgDwsXQujji1TSn,2024,9999,0,1,184,115,-6,Minor,5,4A,79,85,72,31,0,14,5
minne vaan (feat. jore & zpoppa),"keko salata, jore & zpoppa",53C8ccvgmlk76tAhwZGSq8,2024,9999,0,1,199,134,-6,Minor,2,7A,49,77,74,27,0,24,3
mtmshish,"marwan pablo, abyusif",2epv0Qcqn21L9JD4oawKxQ,2024,9999,0,1,173,105,-5,Minor,1,12A,54,49,85,41,0,14,20
til hamingju ísland (þjóðsöngur),"hubbabubba, luigi",1UlT7geksowuLjvuA0UuGr,2024,9999,0,1,110,132,-7,Major,5,7B,77,73,69,15,0,14,6
"cntnrs (feat. jake la furia, emis killa, kid yugi, tony boy, rasty kilo, guè, paky, nerissima serpe & papa v)","night skinny, jake la furia, emis killa, kid yugi, tony boy, rasty kilo, guè, paky, nerissima serpe, papa v",4j5cQ2vydFCpmR8PnBy7yG,2024,9999,0,1,327,84,-5,Major,1,3B,42,52,74,9,0,35,35
а що?,monatik,12TC6zACzfx6ey8ZAP6R3y,2024,9999,0,1,197,88,-5,Minor,9,8A,82,71,78,13,0,6,18
når du slår ut håret blir jeg slått ut,"broiler, beathoven",3Gd4Mqy5NK1kfEOQilVGCw,2024,9999,0,1,117,73,-4,Minor,11,10A,43,63,83,7,0,18,15
vidéki csajszi,t. danny,1105P9BDFQ4GZj7VS5vDuY,2024,9999,0,1,189,105,-5,Minor,9,8A,82,83,77,48,3,11,8
elefantti huonees,jambo,37C9Fj3TRrVJp2a738Hbcj,2024,9999,0,1,162,115,-4,Major,0,8B,94,83,59,23,3,13,5
haan ke haan,"sohail sen, monali thakur, kausar munir",1WxzZoWBTmB68AtyA6ejBB,2024,9999,0,1,204,130,-10,Major,8,4B,62,62,48,56,0,28,3
richard mille,"l7nnon, filipe ret, victor wao, hhr",3MNNDtNV2IUJRVBrBs07Cp,2024,9999,0,1,192,90,-5,Minor,10,3A,54,76,79,25,0,10,9
polttanu siltoi (feat. ares),"sliki, ares",06oerFxmu75y4I5xj329kD,2024,9999,0,1,168,94,-5,Major,5,7B,47,74,57,20,0,22,6
autodistruttivo,la sad,2Cl4rHXsRDsbyi97X6tdZL,2024,9999,0,1,188,155,-6,Major,8,4B,64,49,77,5,0,25,4
takk fyrir allt,bríet,1v1cO9F7VeiPBHW7b2dnPu,2024,9999,0,1,217,138,-8,Minor,6,11A,48,70,61,17,0,4,3
fucked up (feat. kube),"sliki, kube",0MxrhY38KMtQ4MNwgm4df5,2024,9999,0,1,151,92,-5,Major,1,3B,59,73,81,4,0,19,8
ปล่อยดาว (flaw),yew,7jGiXLzchqbDTW7WzSU7a3,2024,9999,0,1,253,188,-6,Major,0,8B,47,32,77,5,0,26,4
after six,"broederliefde, antoon, ronnie flex",0QvcF7ded1Fcbs0lk4jDR4,2024,9999,0,1,165,108,-6,Minor,6,11A,50,79,74,23,0,10,5
играй,galena,5ZaJbqq0uA167v7TRvjgtr,2024,9999,0,1,189,171,-6,Minor,5,4A,54,77,77,2,0,21,24
333,"tommy gun, lil noby, husayn",4UBQg7ZxU1hrAaNFvzS10C,2024,9999,0,1,184,138,-10,Minor,7,6A,13,53,45,61,0,11,5
mentirosa - ao vivo,"hugo & guilherme, wesley safadão",7pBPXkaVQaP3Y3Wwfkpvbn,2024,9999,0,1,166,140,-3,Minor,9,8A,75,64,91,35,0,89,6
valheista kaunein,abreu,2W1fGOBi9irc3iLZb6D7Pp,2024,9999,0,1,160,126,-4,Minor,5,4A,79,67,88,5,0,32,6
done getting over you,albin tingwall,0ivSICeARK2xi8iRvHeVAd,2024,9999,0,1,169,172,-5,Major,10,6B,32,43,83,5,0,32,7
goin' off,"karan aujla, mxrci",3txE0SZnwamBhYB2ZQtHwU,2024,9999,0,1,163,84,-4,Major,2,10B,38,57,90,9,0,17,21
隔牆有耳,mc 張天賦,4sguC2oBIqfn8WmMmReOYb,2024,9999,0,1,221,124,-7,Major,9,11B,38,52,58,60,0,10,3
10/10,"kisé, manuel",05oBtpki5sMSdRO9tggYuH,2024,9999,0,1,289,97,-10,Minor,4,9A,19,80,49,39,0,11,16
worst in me,benjamin ingrosso,3Fx73ctGeJDwtwz8wsxITR,2024,9999,0,1,241,131,-6,Major,6,2B,24,35,51,7,0,13,4
từng là,vũ cát tường,2xOhv7XudrBDtkID1jwsFE,2024,9999,0,1,252,115,-11,Major,5,7B,61,81,41,86,0,17,4
butterfly (feat. simba la rue),"emis killa, simba la rue",64XgqICgALmJ4nGeuOc6LS,2024,9999,0,1,176,71,-6,Minor,5,4A,76,69,72,10,0,14,39
2am (คุณเคยรักใครมากๆมั้ย?),"saran, blackheart, rifle",50D7ptFXhgR9GZ9g7G20SF,2024,9999,0,1,260,140,-11,Major,10,6B,36,86,38,84,0,14,8
agora,maria becerra,0EVxchTHYIgx618OrpcrdQ,2024,9999,0,1,153,170,-2,Minor,4,9A,63,69,87,25,0,34,9
se veled se nélküled,"kkevin, marics peti",5MRkRe4CqWRc6FWClcUbQE,2024,9999,0,1,142,83,-5,Major,11,1B,61,89,50,0,0,9,11
แค่ไหนแค่นั้น (no matter what),bus,7gPJ0LnpLQOhqH1Gx13cwv,2024,9999,0,1,278,166,-6,Major,4,12B,65,55,68,4,0,37,6
שכחתי מזמן,eyal golan,1wvwnZRwqofa1YDTNyOm07,2024,9999,0,1,262,188,-8,Minor,11,10A,36,35,45,57,0,19,5
freaky,ringnes-ronny,0Lk3eSBZOCtRwRqKxLgyqV,2024,9999,0,1,122,150,-8,Major,2,10B,73,53,86,1,0,38,4
hachich/toseina,elgrandetoto,5m441qiFI5yqfzG19ZLqIJ,2024,9999,0,1,187,160,-6,Major,1,3B,22,62,70,19,0,34,8
the rush (feat. big time rush),"lil uzi vert, big time rush",7KGqSVxESDoLeeRCiIxZZ2,2024,9999,0,1,186,128,-5,Major,1,3B,32,59,62,16,0,27,16
une histoire,"naza, tiakola",35MAPqNTCehj5gzyiSJWDq,2024,9999,0,1,173,108,-7,Minor,11,10A,61,74,54,23,0,17,21
santa,"rvssian, rauw alejandro, ayra starr",6a9Z1jUms915w4O7N1PxjY,2024,9999,0,1,193,100,-5,Minor,3,2A,65,73,71,32,0,11,13
chaser bag,calin,00WZeBWPcaMqbgSZpRHmEi,2024,9999,0,1,116,155,-7,Minor,7,6A,81,56,97,0,3,37,4
blinblineo (feat. omar courtz),"the academy: segunda misión, lenny tavárez, sech, justin quiles, dalex, dímelo flow, omar courtz",0SOCRjLkavUZKS4xLYFQWK,2024,9999,0,1,236,172,-4,Major,5,7B,67,79,67,10,0,9,9
luotan tulevaan,kuumaa,1dniqd0KFmnf9LjCI7YurZ,2024,9999,0,1,198,120,-14,Major,9,11B,37,71,17,96,0,11,4
levoton tuhkimo,emma & matilda,1hls6dgYL9TXFhZWPp6dlf,2024,9999,0,1,258,120,-7,Minor,10,3A,29,62,48,76,0,11,3
bunga abadi,rio clappy,70Wtp9jCA3ZhGAxV0pnwS7,2024,9999,0,1,243,79,-9,Minor,1,12A,26,45,41,46,0,12,3
gars du zoo,uzi,6zOROWSana8gXPcDlvYggu,2024,9999,0,1,165,133,-6,Minor,8,1A,84,85,63,18,0,11,8
otr (on the road),"deso, c.gambino",1tN35VXKqqilry2wxZ9XQB,2024,9999,0,1,136,130,-9,Minor,0,5A,75,81,50,17,6,12,6
candy,seventeen,3CEm0R0huTRT1IcxYhuTWv,2024,9999,0,1,183,168,-7,Major,6,2B,26,31,37,79,0,11,3
qalqam,il'han,0i8sik24u6c4bISzA4LDQ0,2024,9999,0,1,176,76,-7,Minor,8,1A,22,57,63,2,0,11,4
mylėjau kažkada,gjan,5CJRttEJ8kZIoZJkh2YO7S,2024,9999,0,1,189,166,-5,Major,0,8B,59,66,88,10,0,38,7
¿comó estás?,elu,2Lx6ZMVT1f3eJAxGQuWoU0,2024,9999,0,1,223,94,-6,Minor,11,10A,33,54,77,12,0,14,35
de esquina en esquina,"jr clark, kbp el alien, fresh bodden, alemvn, eduk beatz",2zdl8D8vXMr2Z3EcSSVhKl,2024,9999,0,1,214,104,-4,Minor,6,11A,78,90,65,7,0,5,44
daaku,"badshah, sharvi yadav, hiten",1uCBFWAcZOJGAj1CFQHZDj,2024,9999,0,1,160,101,-6,Major,5,7B,85,74,89,31,0,9,20
kamigaz,pause,3rHFfYuVN8R03NmS5hEevV,2024,9999,0,1,158,91,-11,Major,2,10B,60,87,63,34,0,36,37
click,me:i,2kFUlPHiyXAYMfE0fhoRS4,2024,9999,0,1,165,141,-3,Minor,7,6A,52,75,93,1,0,7,16
netflixxx,"yungest moonstar, thasup",4DwKZTDZNQ3tldSCgjV8ct,2024,9999,0,1,112,171,-4,Major,1,3B,39,63,90,0,0,21,4
perdoname,calin,380R5e7LAf0hrbXZE1Q2Mn,2024,9999,0,1,140,120,-6,Major,3,5B,87,77,88,2,43,50,6
mania,sexmane,42wdgAhyKTfaEusVBAbjH3,2024,9999,0,1,159,155,-4,Major,0,8B,52,58,84,1,0,32,12
"anh biết rồi (feat. rhyder, jmi ko)","anh trai ""say hi"", rhyder, jmi ko",4WZf4gJ2MvBec6XPdUiqcq,2024,9999,0,1,259,90,-8,Major,11,1B,22,64,61,21,0,8,6
"khoobsurat (from ""stree 2"")","vishal mishra, sachin-jigar, amitabh bhattacharya",4Zx4I7eX7vuq7pHleVcINy,2024,9999,0,1,244,144,-6,Major,2,10B,45,60,58,75,0,9,4
silmad lahti,liis lemsalu,5nyZUpWwLWzg1XY1DCaVCN,2024,9999,0,1,180,100,-7,Major,0,8B,49,74,56,16,0,25,6
ฉันไม่ต้องการตัวเธอในตอนนี้,little john,2QV4JzbjMvgBRXsZHE0vW5,2024,9999,0,1,365,130,-7,Major,3,5B,22,36,72,0,0,9,7
manda um oi - ao vivo,"guilherme & benuto, simone mendes",0HlioiDYWAqP6p73XFUOP7,2024,9999,0,1,166,148,-3,Minor,1,12A,39,53,87,44,0,71,9
face 2 face (feat. mads langer),"gobs, mads langer",68weL3i8BCr9JtVx8MsUq8,2024,9999,0,1,161,140,-5,Major,7,9B,61,64,71,18,0,12,14
sonchadi | coke studio bharat,"neha kakkar, digv, kamla devi",730gDa5hYH6XbhFwAEQ4gv,2024,9999,0,1,275,156,-8,Major,6,2B,52,43,63,64,0,53,12
macalucia,boza,3JDCf1HCdo51ZCMAvEFyhm,2024,9999,0,1,157,96,-6,Minor,1,12A,83,73,63,32,0,13,26
wynalazek filipa golarza,"kleks, sobel, sanah",2PrnvpGByWnjgt5jEk7XqG,2024,9999,0,1,228,140,-9,Minor,6,11A,10,53,39,79,0,11,4
piya piya calling (feat. the quick style),"karpe, kaifi khalil, delara, the quick style",1K0d6cMvNwiAhQWJjqYJDu,2024,9999,0,1,288,109,-7,Minor,1,12A,52,69,57,40,0,17,4
sen kaldın,semicenk,0VOnehekjQz9cvUwLzmYSQ,2024,9999,0,1,177,146,-5,Minor,10,3A,35,58,73,14,3,18,5
nu creature int’o munno,cosang,6Vb2cNnIUQvWEk1JupBVop,2024,9999,0,1,151,97,-5,Minor,4,9A,43,40,84,33,0,53,26
rockstar - extended,lisa,01prGWjCTxKBxJc400zwvQ,2024,9999,0,1,164,140,-5,Major,1,3B,59,65,69,6,0,6,4
mowgli,lferda,4AkQ0uRgV7EY5afB0u48en,2024,9999,0,1,148,130,-11,Major,0,8B,23,82,51,58,0,11,30
hvað með þig?,"nussun, húgó, þormóður",34sUp0Qv7GQzjTiufBMbJz,2024,9999,0,1,148,132,-8,Minor,11,10A,65,86,62,7,0,9,8
experiência - ao vivo,"henrique casttro, marília mendonça",3T9MwSk2g9nXabFPjHE7SF,2024,9999,0,1,174,139,-5,Major,7,9B,23,41,58,59,0,43,4
nemo (vain elämää kausi 15),ilta,3MqLgelI9thDWLvjhH1zEg,2024,9999,0,1,197,129,-7,Minor,10,3A,28,39,45,58,0,20,3
find money (feat. zerrydl),"ayo maff, zerrydl",19FyHGQSvrg8H88eaKvUQI,2024,9999,0,1,148,140,-8,Major,9,11B,78,74,77,5,2,16,5
luv,"idaly, ronnie flex, kaya imani",196q2VK1VCn9gHMhYfaQxl,2024,9999,0,1,166,105,-5,Major,8,4B,67,80,48,23,0,14,4
深閨 feat. kelly chen 陳慧琳,"anson lo 盧瀚霆, kelly chen",10YtrR4JpndrvuI2vohpUM,2024,9999,0,1,262,133,-8,Major,11,1B,46,60,43,60,0,12,4
kerran sadassa vuodessa,kuumaa,4W8bgGfdz0LFgWfEeAIWzu,2024,9999,0,1,197,117,-7,Major,0,8B,42,66,61,53,0,9,4
en stockholmshistoria,hov1,0hLbOWs9vQ8r9ZohgZWTM9,2024,9999,0,1,89,132,-8,Minor,4,9A,55,41,31,90,0,20,3
stafeta,"7liwa, abduh",7h2WNXMAJTKH3Ttwff1oti,2024,9999,0,1,169,140,-10,Major,7,9B,40,52,51,46,0,11,28
bigger in texas,megan thee stallion,5ZxajZr7QfIl60L8BOGvu5,2024,9999,0,1,152,140,-5,Major,1,3B,49,82,59,2,0,31,7
"flowhot (feat. arcángel, de la ghetto, randy)","the academy: segunda misión, lenny tavárez, sech, justin quiles, dalex, dímelo flow, arcángel, de la ghetto, randy",617mNvfkXLMu1NisQfvYF2,2024,9999,0,1,233,96,-5,Major,7,9B,57,79,86,5,0,82,5
your dog,pinguini tattici nucleari,2i14aAqcI8ArpdDr1SXbJK,2024,9999,0,1,173,91,-6,Major,0,8B,77,75,64,34,0,33,9
hasta aquí llegué,"nanpa básico, beéle",0Qe2g06yzLBuuSvVmFiweP,2024,9999,0,1,188,100,-8,Minor,11,10A,41,64,66,54,0,11,22
la vie de star,"werenoi, maes, sch",5WIcGujQWaLSRWpDOzhuQM,2024,9999,0,1,196,97,-5,Major,1,3B,63,77,81,3,0,11,13
favela,"valentino grm, smile beats",71LrvCBBn4q500OuayF7OK,2024,9999,0,1,183,106,-6,Major,8,4B,38,69,76,29,0,48,20
caliente,abreu,2FgI1KMgGEpuZlqVLQSWfk,2024,9999,0,1,151,149,-5,Minor,5,4A,74,66,87,20,0,33,4
yıldızlar şahit aşkıma,lvbel c5,490MqlRWgEby3jzfYi8ULn,2024,9999,0,1,156,130,-12,Minor,11,10A,69,70,52,5,11,16,4
barcelona,"alan walker, ina wroldsen",2GE3k8I0Sbh0puCjI15KGy,2024,9999,0,1,205,127,-5,Major,6,2B,42,65,89,26,0,38,13
piece of my heart (feat. brent faiyaz),"wizkid, brent faiyaz",7Ijsqi4y74qZB04PaxnYBq,2024,9999,0,1,259,93,-5,Major,1,3B,77,74,65,30,0,11,15
intro (end of the world),ariana grande,2o1pb13quMReXZqE7jWsgq,2024,9999,0,1,92,85,-9,Major,10,6B,39,51,36,67,0,18,4
minden kutya a mennybe jut,"beton.hofi, toldyuuso, kollár dea",3wQfiLD0Jyqxml3azemORz,2024,9999,0,1,109,145,-10,Minor,10,3A,25,75,56,21,0,21,31
jungle,"ninho, niska",0gyfvkV9v7FrgiSp1mGelq,2024,9999,0,1,181,146,-7,Minor,4,9A,70,75,68,46,0,50,30
can you rescue me? (single version),josh ross j-ro,5ktjPHeS8fQCRl4avnS16o,2024,9999,0,1,177,100,-10,Major,4,12B,31,69,43,56,0,10,3
i don't wanna wait,"david guetta, onerepublic",331l3xABO0HMr1Kkyh2LZq,2024,9999,0,1,149,130,-5,Minor,1,12A,55,68,71,4,0,23,3
showa,kizz daniel,4WYbYaibpIWj1FLbMUH2Yb,2024,9999,0,1,175,96,-7,Minor,5,4A,89,77,56,78,0,10,22
eftir klukkan 3,"logi pedro, elvar",3EHN0tqUFMoVh72trulpWv,2024,9999,0,1,181,146,-7,Minor,5,4A,43,70,53,15,0,24,4
voila,"m.g.l., erika isac",4Kxn0Ix6IDWLnkGxmb4i2D,2024,9999,0,1,139,100,-7,Minor,5,4A,22,83,54,20,0,10,18
kuumilla hiilillä,robin packalen,0mVYznZ24hNzInclqsbYDo,2024,9999,0,1,196,100,-4,Major,0,8B,44,63,83,20,0,9,4
"biri marung (feat. sje konka, focalistic, dj maphorisa, scotts maphuma & cowboii)","mr pilato, ego slimflow, tebogo g mashego, sje konka, focalistic, dj maphorisa, scotts maphuma, cowboii",7MD8gswt08VhFwVF1PR8Mg,2024,9999,0,1,454,113,-11,Major,9,11B,30,85,59,0,0,5,5
kese (dance),wizkid,6JvWMLscnWYkgX1zPufIGT,2024,9999,0,1,174,118,-6,Minor,5,4A,92,78,87,14,39,41,5
qua từng khung hình (feat. hustlang robber & ngắn),"rap việt, hustlang robber, ngắn",4hdOYl6xm8ry6hZzn9pBqw,2024,9999,0,1,240,127,-4,Minor,5,4A,35,61,86,42,0,49,11
fössari,clubdub,1yQ2qCTb2MNV415l2Iq8Q3,2024,9999,0,1,118,126,-8,Major,0,8B,83,89,84,6,24,13,7
layalina,tul8te,1yiJHrunZu2fov7OhC7vM9,2024,9999,0,1,218,144,-5,Minor,0,5A,75,67,82,19,0,10,3
одиноко,egor kreed,5SM0lf4a6zssiPqMJZSrBY,2024,9999,0,1,138,82,-16,Minor,4,9A,44,48,36,89,0,9,22
roop,"nayel, hasan raheem",51EAvQ6RYU14VwUaMJHsnD,2024,9999,0,1,152,120,-6,Major,7,9B,55,77,71,34,66,14,6
comforter,llona,1YsGGtMNVuyvlq2enrwL35,2024,9999,0,1,138,72,-9,Minor,5,4A,46,55,56,67,0,11,41
kultas,ba.,5B5zMbJGevJihiCeUI0CTC,2024,9999,0,1,276,85,-9,Minor,10,3A,69,56,79,0,11,7,6
chyba że z tobą,"modelki, vłodarski",0peRfvtx1Je91FxQtii5DJ,2024,9999,0,1,131,128,-10,Minor,11,10A,66,74,57,63,4,12,4
rakastut muihin tyttöihin,vesta,73I8G01m1fv2RWx6sR9GZW,2024,9999,0,1,135,87,-7,Minor,9,8A,43,58,69,17,8,28,4
thick of it (feat. trippie redd),"ksi, trippie redd",1xmvq1fYLs9TEgikaFilGW,2024,9999,0,1,160,146,-4,Minor,11,10A,65,59,83,8,0,33,5
ขอให้เธอใจดี (may she be kind),freehand,7uMQlau2mW31kf0prr1ir9,2024,9999,0,1,295,150,-6,Major,2,10B,21,46,59,2,0,11,3
konfetti,ramón,5ogYZK6nyVUNsX3H3UC3Wl,2024,9999,0,1,161,159,-9,Major,6,2B,48,57,50,75,0,18,6
fly,tzuyu,0PfjdKVhQg0MeECpCQTwSI,2024,9999,0,1,223,182,-4,Major,10,6B,23,53,72,13,0,7,5
avec tonton,"jul, rim'k",7erl0ki7AdYvedGvbm03Nl,2024,9999,0,1,218,94,-6,Minor,2,7A,71,77,69,14,0,11,17
dolcevita,lazza,7bGu9wpQ6HS87TD2QUlcWO,2024,9999,0,1,203,173,-5,Minor,0,5A,51,46,70,42,0,12,20
staline,elgrandetoto,3tPQhYGRaNjCk1QI1vee8e,2024,9999,0,1,224,121,-10,Minor,3,2A,25,66,41,40,0,11,20
hygger mig,jimilian,1N4BSn8IL42uQqSi6M6Ojk,2024,9999,0,1,145,124,-4,Minor,9,8A,54,72,91,7,0,35,14
magdar,zouhair bahaoui,4vT286Zu3aHYW96N76joB7,2024,9999,0,1,192,90,-6,Minor,9,8A,66,66,84,57,0,29,9
drugs in her room,yabujin,1T0J5syNHl7PGejYZt9qfZ,2019,9999,0,1,65,176,-9,Major,4,12B,90,65,71,80,18,14,32
雨季不再來,vivian lai,7zKQN9QPyhoh8ZodhTIsHP,2019,9999,0,1,310,144,-14,Minor,4,9A,20,52,28,74,0,6,3
birthday,jeon somi,5XcM0eD1lsWZibqJ9AUTFq,2019,9999,0,1,185,180,-4,Major,7,9B,60,69,84,2,0,4,11
adhd mindful music with subliminal affirmations (part 3),steven halpern,57zTonpx8V92U6cURsPRME,2019,9999,0,1,391,73,-32,Major,5,7B,4,7,1,97,98,11,4
shine like a star - hidden track,endy chow,2YgyVRTxfysHeN5evmJ3uA,2019,9999,0,1,187,78,-9,Major,9,11B,25,52,29,77,0,13,3
sambhaal rakhiyaan - female vocals,neeti mohan,3ebufNeAD09FyvyBsoTJZo,2019,9999,0,1,235,74,-8,Major,4,12B,54,45,48,85,0,15,4
atrapado,estopa,59NzYPbo6U44DdQkBrC7HG,2019,9999,0,1,219,99,-5,Minor,7,6A,86,68,89,4,0,69,6
reach out,sleater-kinney,0tUeV3UblB15D5PwMPSrbw,2019,9999,0,1,210,123,-5,Minor,6,11A,40,57,66,2,0,12,6
¡oh! sana (feat. ivan ferreiro),miss caffeina,1DDBA0qLyPaDnywjzLBNsT,2019,9999,0,1,265,133,-5,Minor,9,8A,39,53,92,0,0,16,9
24/7,namasenda,1F1qLs8bVuxjI5kE8xOazm,2019,9999,0,1,199,122,-9,Major,7,9B,14,71,66,2,16,7,4
nashe si chadh gayi,arijit singh,2EKXTA9QxkW6XeQ2uEeIii,2019,9999,0,1,238,97,-6,Minor,4,9A,27,80,78,11,0,21,6
cheema cheema,s.p. charan,3qXFhUtkpuz8f9cisQ925w,2019,9999,0,1,270,137,-8,Major,5,7B,82,79,73,50,0,11,9
all love - apollo brown remix,a.g.,1qmLFk5oVtDAdxDqWTObI2,2019,9999,0,1,261,86,-4,Minor,11,10A,50,64,78,6,0,38,26
假的戀愛,shirley kwan,4ewQhRuVYsjCqCiC7JUjDi,2019,9999,0,1,226,158,-14,Minor,7,6A,28,56,36,66,0,13,5
teu segredo - ao vivo,vou pro sereno,3kySOLOrkLeOPvu3HXEgVz,2019,9999,0,1,182,80,-7,Major,9,11B,54,50,67,67,0,97,4
inception (ultra live anthem 2019),lucas & steve,5gGr2RvBtngp6dFgshVbl2,2019,9999,0,1,186,128,-7,Major,6,2B,17,59,78,3,19,29,3
like you do,kennto,7JxenU4BXkjKDEqBp4Jb7o,2019,9999,0,1,198,126,-5,Minor,5,4A,11,58,79,1,0,65,4
meant to be - acoustic,florida georgia line,4x4YYSx3fdhM5tSmDCcJY0,2019,9999,0,1,164,154,-6,Major,10,6B,64,68,46,83,0,13,4
otro trago,sech,1Ej96GIBCTvgH7tNX1r3qr,2019,9999,0,1,225,176,-5,Major,0,8B,62,75,70,14,0,11,34
what beauty,future of forestry,79AR1PHSBDv2zhBZf4sLYu,2019,9999,0,1,247,117,-12,Minor,6,11A,7,24,29,58,0,9,4
ja nein vielleicht - club mix,stereoact,49afxfkbWfUYCUnPAjTpeP,2019,9999,0,1,232,120,-6,Minor,2,7A,52,77,66,2,0,9,8
perchè non torna più,laura pausini,0DxTJlDJmJQhKcKDwLhKBc,2019,9999,0,1,276,135,-8,Minor,9,8A,49,68,61,60,0,7,3
i zimbra - live,david byrne,37iAQcORJZWkvee2K5IzKj,2019,9999,0,1,188,115,-6,Major,0,8B,68,60,98,6,1,98,10
wish you were here - bedouin remix,black coffee,2sWqYVNYIsyazFA0nDVtkn,2019,9999,0,1,471,123,-12,Minor,9,8A,12,75,65,0,96,12,5
saawariya - namah,thaikkudam bridge,5WPqyP0xEzDM4ujSw3gkGz,2019,9999,0,1,453,120,-9,Minor,2,7A,4,40,31,65,0,9,3
datsu . hikage no onna,otoboke beaver,5nuGaTAKjCcVSEdo4lx3Bb,2019,9999,0,1,124,122,-2,Minor,7,6A,91,56,97,19,0,18,14
男孩(live),梁博,5NM4aVLkZyuVuhcGNjq1IO,2019,9999,0,1,329,141,-5,Minor,5,4A,26,40,60,55,0,98,3
willy,niña polaca,5Wx2gPELcrk5qvv6B6L82U,2019,9999,0,1,170,122,-6,Major,9,11B,48,32,79,20,0,35,6
come a little bit closer,jay & the americans,3QeVAYxNOssFc2mnrgOMIn,2019,9999,0,1,169,132,-11,Major,3,5B,80,64,55,52,0,30,6
迷路在雲端,ricky hsiao,3c0wUhhb2vUoZIbZDfy7Or,2019,9999,0,1,303,128,-7,Major,0,8B,36,35,42,73,0,11,3
könig,blutengel,7JpfPRN2vCfhZV7B9b766a,2019,9999,0,1,286,123,-7,Minor,3,2A,51,54,97,0,0,22,6
chateau,tokio hotel,1TWU0OoTdbtkk5x29WN0kX,2019,9999,0,1,201,88,-4,Minor,9,8A,35,45,80,0,0,12,4
no myth - 2 meter session,michael penn,2HpOzcBXbaMtwNXB017JPT,2019,9999,0,1,222,95,-15,Minor,4,9A,39,62,23,84,0,10,3
gimme some truth,cheap trick,7DbukmbGCAGAArcRdQwHen,2019,9999,0,1,178,135,-5,Major,2,10B,66,57,84,0,0,9,3
do your worst,zebrahead,16NNLKBj1PGauBTM7oLsya,2019,9999,0,1,213,177,-3,Major,7,9B,58,39,94,0,0,5,6
welcome to the disco,yung bae,1aKRACWeXW0kXMhCWo35ub,2019,9999,0,1,195,128,-5,Major,6,2B,72,70,69,0,80,27,10
alligator,of monsters and men,797qMUoU74C6xc45n2vAMK,2019,9999,0,1,184,120,-6,Major,8,4B,39,58,93,0,0,9,5
candy (feat. trippie redd),machine gun kelly,37AGgp9VP8TVJBfEat74Bj,2019,9999,0,1,156,98,-5,Minor,5,4A,48,74,64,1,0,18,5
second waltz,andré rieu,4WYmrL0rc1Fiv7CkcETXzA,2019,9999,0,1,234,180,-10,Minor,0,5A,48,21,34,85,61,7,3
god is a dancer,tiësto,6cPqEHMMAbcZHhH3yRBK7O,2019,9999,0,1,168,120,-4,Minor,1,12A,83,77,75,2,0,34,8
before you - acoustic,carter winter,60JD3EWifG0bnSdJbQ2G7D,2019,9999,0,1,163,134,-10,Major,6,2B,62,59,33,84,0,19,4
feed,charly bliss,1a3F2NmNntOv0DN4Tn5Ne3,2019,9999,0,1,214,136,-4,Major,4,12B,55,54,92,0,9,13,6
agro é top,léo & raphael,3VmApsRpfoLIyUbZSs2DpT,2019,9999,0,1,158,98,-4,Major,7,9B,84,68,91,53,0,75,19
逆風 - 電視劇《築夢情緣》男主情感主題曲,mao buyi,06RnV9ZsmuZ2TTSNr335jK,2019,9999,0,1,290,96,-7,Minor,1,12A,47,38,41,26,0,10,5
one day,moko koza,6sxMoUcL2XXXrcSdwPrPfu,2019,9999,0,1,188,84,-11,Major,8,4B,23,82,58,31,0,28,30
london,yerin baek,0hn5ZERMrsIB9d4IgcxOPz,2019,9999,0,1,201,82,-7,Major,6,2B,35,64,39,77,0,10,6
i don't need love - mark knight & michael gray remix,karen harding,70qk95ml4YfsIZjxSIVTM8,2019,9999,0,1,242,124,-6,Major,0,8B,63,46,90,0,0,36,8
thought. mouth.,fidlar,3TlvxWnRN53CjcDmGKCEkH,2019,9999,0,1,217,80,-5,Major,9,11B,66,38,72,0,0,5,18
são domingos,manoel cordeiro,5L6RgiBXFKEbvVmS4JQx2F,2019,9999,0,1,187,135,-6,Minor,11,10A,97,79,62,41,87,6,5
good quality work,kayak jones,0Fu62e5C5BtZaeTiscGwrf,2019,9999,0,1,122,154,-4,Major,11,1B,44,45,87,2,0,20,5
los lugares - en directo en el wanda metropolitano / madrid / 2019,alejandro sanz,5jqyNk9109WEAspcgIAJEo,2019,9999,0,1,387,127,-7,Minor,8,1A,8,44,68,70,0,98,6
put yo hands up,marshmello,4srEnH4a9pgerTW1qSGluW,2019,9999,0,1,196,150,-2,Major,8,4B,24,58,93,0,63,8,9
廢話,juno mak,1RxNCvDF7Jrln8m2vaz600,2019,9999,0,1,255,124,-7,Major,2,10B,44,68,53,75,0,12,9
take a deep breath (and go fuck yourself),zebrahead,5sVtrXg9J4bwH5XeeChuqD,2019,9999,0,1,237,82,-3,Major,8,4B,58,38,86,1,0,18,7
project dreams,marshmello,6GSkLS2y4ZnnZsuRAj975K,2019,9999,0,1,167,160,-2,Major,8,4B,79,78,83,41,0,10,24
