name,artist,spt_id,release_year,length_sec,tempo,loudness,scale,key_num,camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe,lyric,is_bb,cv_fold
that way again,mazzy star,0TIQ60yLeT4khQVvzH673I,2018,253,119,-14,Major,7,9B,17,62,27,82,41,9,3,that way again was premiered live during bands mostly scandinavian tour in 2000 18 years prior to its official release on still ep however the musical composition of the 2000 live version but with read more he says that he tries to solve all his problems as hes bringing me down i just wait all around forgiveness is an empty thought i find myself moving on moving on he looks to my eyes once more and gives me away like somebodys bride im never going to think of him that way again never going to think of him that way again he looks through and disappears and i wonder if im still ashamed i thought about it through and through and its just still the same im never going to think of him that way again im never going to think of him that way again that way again,0,2
smokin out the window,silk sonic & bruno mars & anderson .paak,3xVZYkcuWalGudeKl861wb,2021,197,82,-9,Major,2,10B,85,63,62,6,0,35,4,wait a minute this love started out so tender so sweet but now she got me smokin out the window mm mm mm mustve spent thirtyfive fortyfive thousand up in tiffanys oh no got her badass kids runnin round my whole crib like its chuck e cheese woah woah put me in a jam with her exman in the ufc cant believe it cant believe it im in disbelief this bitch got me payin her rent payin for trips diamonds on her neck diamonds on her wrists and here i am all alone all alone im so cold im so cold you got me out here smokin out the window smokin out the window singin how could she do this to me how could she do this to me oh i thought that girl belonged to only me mmm but i was wrong cause she belong to everybody everybody ooh just the other night she was grippin on me tight screamin hercules hercules hercules got me in the club lookin for a new love someone help me please help me please help me please baby why you doin this why you doin this to me girl not to be dramatic but i wanna die this bitch got me payin her rent payin for trips diamonds on her neck diamonds on her wrists and here i am all alone all alone im so cold im so cold you got me out here smokin out the window smokin out the window of the benzo the benzo singin how could she do this to me how how could she do this oh i thought that girl belonged to only me one things for sure one things for sure but i was wrong i was wrong cause she belong she belong to everybody everybody yeah she belong to everybody that girl yes she belong to everybody ooh oh no look here baby i hope you find whatever it is that you need but i also hope that your triflin ass is walkin round barefoot in these streets look out girl it breaks my heart that you aint right here with me now i gotta give you back gotta give you back to the city oh you got me smokin out the window ooh singin how could she do this to me how could you how could you do this baby oh i thought that girl belonged to only me woohoo oohhoohoo but i was wrong i was wrong cause she belong she belong to everybody everybody yeah she belong to everybody yeah yeah she belong to everybody ooh,1,3
hollow,dabin,6AoG52kxfptY0QBQnjuQOe,2023,240,145,-3,Minor,2,7A,46,45,92,0,0,38,7,why do i why do i feel so hollow hollow hollow theres too much on my mind right now its ripping me apart deep down but if i let it all spill out baby you would only drift away feels like every hole i dig only gets deeper closer to the reaper i dont wanna pull you in the questions circling in my head always seem to sound like this ah why do i why do i feel so hollow hollow hollow try to hide from my mind but it follows follows follows me everywhere that i go so tell me i need to know why do i why do i feel so hollow hollow hollow why do i feel so hollow feels like every hole i dig only gets deeper closer to the reaper i dont wanna pull you in why do i why do i feel so hollow hollow hollow why do i why do i feel so hollow hollow hollow hollow when something inside my bones is shaking hands with silence i need your touch to guidе me home i need your voice to fight it i need your voicе to fight it switch it why do i why do i feel so hollow hollow hollow try to hide from my mind but it follows follows follows me everywhere that i go i go so tell me i need to know to know why do i why do i feel so hollow hollow hollow hollow feel so hollow feels like every hole i dig only gets deeper closer to the reaper i dont wanna pull you in why do i why do i feel so hollow hollow when something inside my bones is shaking hands with silence i need your touch to guide me home i need your voice to fight it when something inside my bones is shaking hands with silence i need your touch to guide me home i need your voice to fight it why do i why do i feel so hollow hollow hollow why do i why do i feel so hollow,0,2
the bourne identity,the last shadow puppets,2QrfU81khdENzp0NcE47q1,2016,185,118,-7,Major,5,7B,78,51,83,0,0,21,3,now i know jealousy i caught you talking to the real me cant tell you how unhappy that shit makes me if you hear him calling promise youll ignore him hes kind of my enemy whenever im on to something good you see he always waltzes in to spoil it for me and i can see him starting want to break my heart then thats the way to do it glassbottomed ego its still afloat but cant you see the cracks appearing in the base there aint no ejector seat when youre longing for the sweet smell of selfesteem and youve got yourself as a backseat driver spilled the unspillable beans and i dreamed every single impossible dream i just cant remember any of the details lets just have a buzz because by the time im done fucking beating myself up therell be nothing left to love i feel like the sequel you wanna see but you were kinda hoping they would never make yeah im the mystery man thats been unmasked im getting caught in my own trap im leaning in to kiss the past goodbye yeah ill be leaving now im making tracks and i doubt that ill be coming back oh the night is young baby make it last cause you know its growing up so fast glassbottomed ego im still afloat but cant you see the cracks appearing in the base,0,3
up,cardi b,1M4OcYkxAtu3ErzSgDEfoi,2021,156,166,-6,Major,11,1B,82,87,80,0,2,5,27,up up up ayy up uh up look this is fire once upon a time man i heard that i was ugly came from a bitch who nigga wanna fuck on me i said my face bomb ass tight racks stack up shaq height jewelry on me flashlight i been lit since last night hit him with that good good make a nigga act right broke boys dont deserve no pussy i know thats right big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh ayy up then its up if its up then its stuck huh if its up then its up then its up then its stuck huh woo i could make the party hot i could make your body rock bitches say they fuckin with me chances are they probably not if i had a dick youd probably lick it like a lollipop hoes speakin capenese hit em with karate chop im forever poppin shit pullin up and droppin shit gotta argue with him cause a nigga love a toxic bitch niggas out here playin gotta make em understand if aint no ring on my finger you aint goin on my gram i said my face bomb ass tight yeah racks stack up shaq height yeah jewelry on me flashlight huh i been lit since last night woo hit him with that good good make a nigga act right ah broke boys dont deserve no pussy i know thats right big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked woo its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh ayy up then its up if its up then its stuck if its up then its up then its up then its stuck huh ayy bitches aint fuckin with me now and i can see why dirtyass dustyass bitch you got pink eye bitches want smoke until i bring it to they doorstep tell that bitch back back breath smell like horse sex ha put it on him now he will never be the same he wont tatted on my ass cause i really like the pain ah he nutted on my butt i said im glad that you came if that nigga had a twin i would let em run a train skrrt big bag bussin out the bentley bentayga man balenciaga bardi back and all these bitches fucked woo its big bags bussin out the bentley bentayga man birkin bag bardi back and all you bitches fucked ooh if its up then its up then its up then its stuck if its up then its up then its up then its stuck huh woo up then its up if its up then its stuck woo if its up then its up then its up then its stuck huh look gotta play it safe huh no face no case hahaha,1,3
vicious love (feat. hayley williams),new found glory,2y8FLV6pZI3YH1GyiaRp35,2015,197,110,-3,Major,5,7B,72,62,91,1,0,14,6,if youve ever been in love or ever hope to be in love heres a story youll love with all your heart couples on their backs in the park lay on blankets bought on a date the day before a routine ive been longing for cant help but to glance from the corner of my resentful eyes guess its all perspective but its you i never get enough were always far apart weve got a vicious love we mix our tears with blood no clock will stop for us it ticks by we fight as hard as we love weve got a vicious love when i go out alone and see them sharing meals like lady and the tramp hate their loving eyes wishing it was you and i add tip to my receipt fold it up behind a picture of us guess its all perspective but together though we rarely touch hard not to fall apart weve got a vicious love we mix our tears with blood no clock will stop for us it ticks by we fight as hard as we love weve got a vicious love i could have given up a thousand times in the past that was so easy when the thought came to my mind there was no convincing me plant my feet to face it all side by side or a phone call living in tension with you still feels better better than ive ever known weve got a vicious love we mix our tears with blood no clock will stop for us it ticks by we fight as hard as we love weve got a vicious love,0,1
sober,slushii,3XlHlWFhlI4OZiguOMcuuc,2019,224,150,-5,Minor,8,1A,34,52,85,5,0,16,27,youve got me trapped inside this spell now i feel it now i feel it your demons drag me close to hell i can feel them i can feel them pull me down you will never let me leave you you make these nightmares come true my heart is in the ground you fucked me up im sober now im you will never let me leave you you make these nightmares come true my heart is in the ground you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im youve got me trapped inside this spell now i feel it now i feel it your demons drag me close to hell i can feel them i can feel them pull me down you will never let me leave you you make these nightmares come true my heart is in the ground you fucked me up im sober now im you will never let me leave you you make these nightmares come true my heart is in the ground you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im you fucked me up im sober now im,0,0
religious and famous,7eventh time down,2sRsJc67pVoPH3HcM9uiaB,2013,199,120,-5,Minor,11,10A,49,59,86,0,0,28,6,down home southern to the bone weve made mistakes god only knows from la to new york weve been enticed but you saved our lives never gonna put our name in lights we are not religious and famous we dont wanna be the ones that you talk about never wanna be religious and famous we are the ones who will remain nameless far from home broken so weak they drive the nails and laugh as you bleed you gave your life just to be with me now i believe oh wont stop until your names in lights we are not religious and famous we dont wanna be the ones that you talk about never wanna be religious and famous we are the ones who will remain nameless never wanna be religious and famous he gave it all away to keep me blameless shootin out the lights were bringin them down tonight shootin out the lights never wanna be religious and famous we are not religious and famous we dont wanna be the ones that you talk about never wanna be religious and famous we are the ones who will remain nameless we are not religious and famous we dont wanna be the ones that you talk about never wanna be religious and famous we are the ones who will remain nameless shootin out the lights were bringin them down tonight shootin out the lights shootin out the lights were bringin them down tonight shootin out the lights,0,1
key largo,arbes,5fC5FVZx30t7ZMGdcdyigc,2015,218,122,-10,Major,6,2B,47,36,66,40,92,13,4,wasted why you wasting it sulphate soul cant breathe straight sold and loaded with arms spread stolen in a forward motion well dissolve slower wavering for your warmth its worth amber and gold palms already worn,0,2
chandelier,sia,2s1sdSqGcKxpPr5lCl7jAV,2015,216,117,-3,Major,1,3B,57,40,79,2,0,7,5,party girls dont get hurt cant feel anythin when will i learn i push it down i push it down im the one for a good time call phones blowin up ringin my doorbell i feel the love i feel the love one two three one two three drink one two three one two three drink one two three one two three drink throw em back til i lose count im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier but im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight help me im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight on for tonight sun is up im a mess gotta get out now gotta run from this here comes the shame here comes the shame ah one two three one two three drink one two three one two three drink one two three one two three drink throw em back til i lose count im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier but im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight help me im holdin on for dear life wont look down wont open my eyes keep my glass full until mornin light cause im just holdin on for tonight on for tonight on for tonight cause im just holdin on for tonight oh im just holdin on for tonight on for tonight on for tonight cause im just holdin on for tonight cause im just holdin on for tonight oh im just holdin on for tonight on for tonight on for tonight,1,2
"psycho, pt. 2",russ,26OhjtaTamFocE08t83ml6,2016,161,83,-4,Major,10,6B,42,77,55,78,0,10,24,she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down i dont know you like i want to so i might call you tonight if i do pick up i got some gin in me a hundred bands on me im feelin myself yeah i might say too much she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down i dont know you but i know that youre special fuck a verse fuck a hook ill use the whole instrumental just to reiterate the commitment i have to explore like would you ride it like a horse like my last name is lauren im more than interested baby im infatuated you been held back ill get you to graduation help you with your cash steer you clear of tax evasion death grips on your ass i call that assassination im getting carried away lets get married today fuck here i go again like whitesnake back in the day im crazy and youre crazy too but i love that shit youre bad and youre broken too but i love that shit just be open to the possibility of me and you thats all i ask ive had the hoes ive got the cash now i want you just be open to the possibility of me and you thats all i ask ive had the hoes ive got the cash she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down she got me goin psycho she got me going down down down got me living on a tightrope she got me going down down down she got me goin psycho,0,2
in my room,knuckle puck,3F0C2B6tuehy9snyPSItWD,2014,227,180,-5,Major,1,3B,50,38,94,0,0,18,19,i sat you down in my room in my head to confess everything that i had written down on paper im afraid if i dont show my scars ill lose my place its something i cant change all cause you fucked with my head id rather stay in my bed do what i said and sulk in silence sit alone to escape the consequence cause im dead alone in my room in my head left to burn in the absence youre still the only one that wanted me to give up and move on all because you couldnt bear the heat of the fire id been starting im not hung up on what i could not fix but your path is due to ignorance you couldnt even take a call or let me say this to your face so i hope you hear this and you bear your own weight ill be waiting out back by the grave you dug marked here lies an old friend gave up so much cause im dead alone in my room in my head left to burn in the absence youre still the only one that wanted me to give up and move on all because you couldnt bear the heat of the fire id been starting,0,4
gratitude,"fear, and loathing in las vegas",0bCFlBAPGx1jzOFqqshePC,2015,237,124,-1,Minor,5,4A,42,55,97,0,0,31,6,do you think youre gonna be ok tonight ah feeling awfully lonely falling down oh thinking what will happen if im the only one all alone here in this world maybe talking to be free oh want to be uh alone often recently feeling this im falling down on my own in a muted room as my lonely feelings keep growing everything has meanings for us and today i am standing here and thinking that i am living on my own somehow oh we sure do feel you all calling to hear you all in this life ive lived so far i saw no meaningless encounters i want to reconfirm my feelings can you feel it now tell me your own way for now and the future before my sad daily life all change into all change into the lame old days and you oh and you oh to keep holding appreciation of thinking that is whats needed we tend to forget once in a while but souldnt forget that is whats important for a person to live there is something i wanna tell you all even now here oh in front of us we can see so many people being in our lives like this keeping us one you dont have be down you dont have be down cant live alone that is why we are living and sharing the same world here existing to link and bond you dont bring em so down you dont bring em so down why not come out with us we want you all to remember when you feel down when youve lost yourself when you are worried about thing when you feel sad you are not the only one,0,2
teenagers in heat,holy ghost!,4OpbDNaGSHYL6tRJH5w4pN,2013,237,146,-5,Major,7,9B,23,59,86,0,0,5,3,i had a dream inside a dream you were rooting for you and i was rooting for the proverbial fall and the end of it all and the the part where the tall one finally sleeps new york city streets the same beat on repeat reminding you of me they say its me and i say its you we can both agree we need something to to change fot he good it got as strange as it could i was as lame as ill ever possibly be new york city streets the same beat on repeat reminding you of me just teenagers in heat its like the band that broke up when the fans get chocked up cause they know itll never happen again and it gets hard to stand up it gets hard to man up it could have lasted under different pretense its intense well what makes you think i do forgive you for your sins oh yeah and what makes you think i do i forgive you i forgive you i forget me new york city streets the same beat on repeat reminding you of me just teenagers in heat new york city streets flagging the police reminding you of me just teenagers in heat and i wont tell a soul that you are losing control and ill remember forever remember i promise to remember forever remember i promise to remember forever forever i promise ill remember,0,2
shut up and dance,walk the moon,4kbj5MwxO1bq9wjT5g9HaA,2014,199,128,-4,Major,1,3B,62,58,87,1,0,26,6,oh dont you dare look back just keep your eyes on me i said youre holding back she said shut up and dance with me this woman is my destiny she said oohooh hoo shut up and dance with me we were victims of the night the chemical physical kryptonite helpless to the bass and the fading light oh we were bound to get together bound to get together she took my arm i dont know how it happened we took the floor and she said oh dont you dare look back just keep your eyes on me i said youre holding back she said shut up and dance with me this woman is my destiny she said oohooh hoo shut up and dance with me a backless dress and some beatup sneaks my discothèque juliet teenage dream i felt it in my chest as she looked at me i knew we were bound to be together bound to be together she took my arm i dont know how it happened we took the floor and she said oh dont you dare look back just keep your eyes on me i said youre holding back she said shut up and dance with me this woman is my destiny she said oohooh hoo shut up and dance with me oh cmon girl deep in her eyes i think i see the future i realize this is my last chance she took my arm i dont know how it happened we took the floor and she said oh dont you dare look back just keep your eyes on me i said youre holding back she said shut up and dance with me this woman is my destiny she said oohooh hoo shut up and dance dont you dare look back just keep your eyes on me i said youre holding back she said shut up and dance with me this woman is my destiny she said oohooh hoo shut up and dance with me oohooh hoo shut up and dance with me oohooh hoo shut up and dance with me,1,2
call on me - radio mix,eric prydz,4EnOV93vkW7xmKtIBhSdwF,2023,171,126,-7,Major,10,6B,45,60,84,0,0,84,38,call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be im the same boy i used to be call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be me same boy i used to be call on me me me me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be call on me call on me call on me call on me call on me call on me call on me im the same boy i used to be,0,1
"4 u, pt. 2",hoops,2uAJTmnG0NXubKpQ7s16Wu,2017,122,81,-11,Major,0,8B,34,18,54,11,95,29,4,got me thinking about everything what were seeming where weve been was it worth it all of the time just to have the chance to call you mine i know im not good enough you know im not good enough you know im not good enough you know im not good enough for you for you think about me when youre with her to make your mind up youre always unsure did i lose it all of the time i want another chance to make you mine i know im not good enough you know im not good enough you know im not good enough you know im not good enough for you for you for you for you,0,1
throat baby (go baby),brs kash,15C4TnrrVdym7UykxQIOTZ,2021,211,132,-8,Minor,1,12A,40,88,48,1,0,17,32,whats happenin chi chi sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you got a lil hundred thats if you want it extra lil forty gotta come right now and i got beans you bite down super good head no cap gown since the first time i been fiendin couldnt even believe it head like that shit pussy dont need it when she get hungry she eat my semen balls and all with her mouth she clean it washing machine trick ooh shawty got mean grip ooh know what she came to do suck this dick then she dip ooh head monster set an appointment my soul wet need your anointing way too good may buy you somethin made a whole song see i aint frontin i shoot the world for you i go to war for you damn bae got me trippin boa head make me cum instant she aint even gotta ask for attention why cause ima give it to her what else money i give it to her clock on rocks i give it to her sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you sexy lil redbone yeah got a good head on her sexy lil redbone yeah i spend a bag on her with a mouth like that she can talk her way out goin to jail with a mouth like that if you go to jail ill pay your bail i need you wanna see you suck me up for an hour i cant help but buy you flowers when we meet i get excited she gon blow and she gon ride it no relations feeling fighting grip like pliers i feel it tighten girl i got plans for you got a couple bands for you i like the stance on you good mouth got me like ooh ah ooh ahah ooh ah ahah lovin the lovin the mouth sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you sexy lil bitch sexy lil ho i love the way you walk love the way you talk let a young nigga come play in your throat deep stroke your throat til i make you choke throat babies im tryna give em to you throat babies im tryna bust all on you,1,3
stay the night,zedd,2QtJA4gbwe1AcanB2p21aP,2012,217,128,-3,Major,8,4B,46,60,74,11,0,9,4,i know that we are upside down so hold your tongue and hear me out i know that we were made to break so what i dont mind you kill the lights ill draw the blinds dont dull the sparkle in your eyes i know that we were made to break so what i dont mind are you gonna stay the night are you gonna stay the night oh oh oh oh are you gonna stay the night are you gonna stay the night doesnt mean were bound for life so oh oh oh are you gonna stay the night are you gonna stay the night doesnt mean were bound for life so oh oh oh are you gonna stay the night i am a fire youre gasoline come pour yourself all over me well let this place go down in flames only one more time you kill the lights ill draw the blinds dont dull the sparkle in your eyes i know that we were made to break so what i dont mind are you gonna stay the night are you gonna stay the night oh oh oh oh are you gonna stay the night are you gonna stay the night when we get burned doesnt mean were bound for life we never learn so oh oh oh are you gonna stay the night night night night night night night night night night night night night night night night night night night are you gonna stay the night are you gonna stay the night doesnt mean were bound for life so oh oh oh are you gonna stay the night are you gonna stay the night are you gonna stay the night oh oh oh oh are you gonna stay the night,1,4
oui,jeremih,0PJIbOdMs3bd5AT8liULMQ,2015,238,79,-4,Major,5,7B,60,42,72,21,0,11,10,ahh ahh ahh yeah ahh ahh yeah ahh ahh yeah ahh ahh yeah ahh ahh yeah ahh ahh yeah ahh ahh yeah ahh i think about all the time think you may need what all of mine hate to say you know that love is blind im bout to see ill close my eyes truth is they cant see you in here though most of them need dollar signs to make every day your birthday and every night your valentine if we tried that we could be somewhere in the climate is warm long as you around me i swear that everything will be just fine i wish that we could take some time go anywhere baby i dont mind grown man in my suit and tie hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i see my baby know where my baby go i go its no better feeling you know when im next to her for sure its like you on my mind all day get this off my chest ah damn i know i love you i swear your shit the best friends they know they hate get that off my chest ah yeah i think i love you oh baby maybe if if we tried that we could be somewhere in the climate ohoh ohoh is warm long as you around me its warm i swear that everything will be just fine i wish that we could take some time go anywhere baby i dont mind grown man in my suit and tie hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i ooh dadudududu ooh dadudududu ooh dadudududu ooh dadudududu if we we tried that we could be somewhere in the climate is warm long as you around me i swear that everything will be just fine i wish that we could take some time go anywhere baby i dont mind grown man in my suit and tie hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i ah yeah ah yeah ahah yeah ahah yeah hey theres no we without you and i,1,3
wobble,flo rida,4ZHqll0Bhc1nr3hB4Eg7rg,2015,186,88,-6,Minor,5,4A,84,71,84,5,0,10,20,every time you come around im like ooh ooh baby ooh ooh baby when i see you break it down im like you do baby you do baby papa told me boy dont ever let down your guard but when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk wobble in my wobble in my wobble in my wobble in my when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk its like my heads back been drinkin out the bottle i swallow some strong drank but really just my motto she lotto jackpot grand prize champion franchise born ready and she get it right there on time early am breakfast after the mayhem baby cause they dont make them like you i hope that you hate them black card thats a virgin i keep em twerkin theyre workin thats why theyre perfect go head and purchase girl its on me yeah its my dime damn if im wrong yeah its alright when you go down down in my mind do what you want thats what i like every time you come around im like ooh ooh baby ooh ooh baby when i see you break it down im like you do baby you do baby papa told me boy dont ever let down your guard but when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk wobble in my wobble in my wobble in my wobble in my when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk wobble wobble satisfaction my model show me youll lead the way and maybe ill follow promise you ecstasy long as youre here with me no promise at all my love be guaranteed cause baby ill hit the throttle make our way to the grotto private dancin in there and some playboy mansion tomorrow its all free cause i agree you make em weak talkin bout my knees and the thing you need girl girl its on me yeah its my dime damn if im wrong yeah its alright when you go down down in my mind do what you want thats what i like every time you come around im like ooh ooh baby ooh ooh baby when i see you break it down im like you do baby you do baby papa told me boy dont ever let down your guard but when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk wobble work work work work work with it dont stop dont dont stop get it when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk wobble in my wobble in my wobble in my wobble in my when you touch my hand and talk that talk i got a knockin in my knees and a wobble in my walk,0,3
big daddy,nicki minaj,7spxYjVBMBaL7HIrpKJCVc,2014,199,114,-6,Major,8,4B,21,80,66,9,0,12,15,you hear that right there that sound light but thats threehundredthousand nigga im triple og in my hood these hoes call me big daddy your bitch call me big daddy tell that bitch that im big daddy when i hit the lot i dont get the little bitch nigga i go and get the big daddy pick a bitch up in the big daddy big face rollie thats a big daddy got your bitch calling me big daddy when i pull up all the hoes like big daddy nigga im big daddy standin on the corner in some shit that look like i payed like a million for blowin the money i heard that they askin around town what he really worth most of these niggas be really broke i went the hardaway boy had a penny first now these bitches gon get this work i tell her keep on them heels and that mini skirt she google my net worth lookin like what is his neck worth my shooters they shoot at your head like the rim just to see if the net work i land in miami then fly out to cali with some of my best work you niggas so lame that my bitches wont fuck unless you cut a check first your bitch call me big daddy tell that bitch that im big daddy when i hit the lot i dont get the little bitch nigga i go and get the big daddy pick a bitch up in the big daddy big face rollie thats a big daddy got your bitch calling me big daddy when i pull up all the hoes like big daddy nigga im big daddy pulled up in something that look like a million nigga put me up on aint gotta sell it but he say the pussy a drug that he reup on spur of the moment i ball like ginóbili you bitches get ded up on you mad at me go get mad at your nigga fore i put my sneakers on he copped me this wrist game now its just us at the knicks game i might have to take him on tour just to fuck in australia brisbane your time is ticking you bitches will be around shorter than vine vids you watch your mouth or my niggas will shoot up the club like what shyne did your bitch call me big daddy tell that bitch that im big daddy when i hit the lot i dont get the little bitch nigga i go and get the big daddy pick a bitch up in the big daddy big face rollie thats a big daddy got your bitch calling me big daddy when i pull up all the hoes like big daddy nigga im big daddy bitches aint stupid you bitches aint stupid you bitches aint stupid is you front like she tough but that bitch keep on crying get this bitch a tissue for what its worth when i took him i could tell he would never miss you i aint even wanna diss you but tell me what is this bitch issue still on top pretty bitch gang pussy still tight pistol still bang yo nigga call me big mama let him eat the pussy then i dip on him your bitch call me big daddy tell that bitch that im big daddy when i hit the lot i dont get the little bitch nigga i go and get the big daddy pick a bitch up in the big daddy big face rollie thats a big daddy got your bitch calling me big daddy when i pull up all the hoes like big daddy nigga im big daddy,0,3
ticklish,candy hearts,4vFwH9uu6PaxRlAVYjHBwP,2012,179,96,-4,Major,2,10B,15,48,90,0,0,7,4,all i know is i know youre ticklish when i run my hands over your ribs and oh oh oh i pretend im ticklish cause id do anything to feel you lying next to you in your room i want to know if theres this part of you that misses me when im not here is it as small as the bones in your inner ear that are listening as my heart beats every time you turn and look at me all i know is i know youre ticklish when i run my hands over your ribs and oh oh oh i pretend im ticklish cause id do anything to feel your skin against me against me against me all i know is i know youre ticklish when i run my hands over your ribs and oh oh oh i pretend im ticklish cause id do anything to feel you to feel you but am i just something to waste your time but am i just something to waste your time and oh oh oh i pretend im ticklish cause id do anything we dont say anything,0,2
gaffer,panic priest,5MN3uDGQqmitJNykVI7O8T,2018,258,134,-4,Minor,6,11A,33,34,87,0,44,18,4,cor sanguinem in sempiternum cor sanguinem in sempiternum your youth could tell this heart has an endless beating we just as well drown now in this endless bleeding dont ever let up dont ever let them harm you these arms can you feel them all around you in a dream i can always hold you close stay with me pray for me im yours in a dream no one ever needs to know stay with me pray for me im yours cor sanguinem in sempiternum one look could see youre hooked to this reckless feeling oh destiny i guess i could feel you coming ill never let up ill never let them harm you these storms can you hear them all around you in a dream i can always hold you close stay with me pray for me im yours in a dream no one ever needs to know stay with me pray for me theyll never let up ill never let them harm you these arms can you feel them all around you like i do in a dream i can always hold you close stay with me pray for me im yours in a dream no one ever needs to know stay with me pray for me im yours in a dream love me slowly deep and close stay with me pray for me im yours im yours stay with me pray for me,0,1
hurt no one,the used,7bVMHc7i5G0BoeSAeMkNxb,2012,200,75,-7,Minor,2,7A,30,57,94,0,0,18,11,i never meant to hurt no one nobody ever tore me down like you i think you knew it all along and now youll never see my face again i never meant to hurt nobody and will i ever see the sun again i wonder where the guilt had gone i think of what i have become and still i never meant to hurt nobody now im taking what is mine letting go of my mistakes build a fire from what ive learned and watch it fade away because i have no heart to break i cannot fake it like before i thought that i could stay the same and now i know that im not sure i even love me anymore i never meant to hurt no one sometimes you gotta look the other way it never shouldve lasted so long a shame youll never see my face again i never meant to hurt nobody i know ill never be the same again now taking back what i have done i think of what i have become and still i never meant to hurt nobody now im taking what is mine letting go of my mistakes build a fire from what ive learned and watch it fade away because i have no heart to break i cannot fake it like before i thought that i could stay the same and now i know that im not sure i even love me anymore i never meant to hurt nobody nobody ever tore me down like you i never meant to hurt no one now im taking what is mine letting go of my mistakes build a fire from what ive learned and watch it fade away because i have no heart to break i cannot fake it like before i thought that i could stay the same and now i know that im not sure i even love me anymore,0,0
town of strangers,bokka,5xCyTfJ6s1aTxlzk3LuUSt,2013,213,128,-11,Minor,9,8A,21,66,30,43,77,11,3,early birds flying oh so high standing trees brothers in arms dying hope in this town of strangers carbon streets on a rainy day carpets of leaves under my feet the dawn is coming to my town of strangers the storm comes and goes and i keep walking i keep walking rain drops shine with gold my heart was stolen heart was stolen children play in the dirt fences break under the pressure of time lonely moon stapled to the grayness sleepy dogs no one heard them bark broken chains remains of the past the dawn is coming to my town of strangers the storm comes and goes and i keep walking i keep walking rain drops shine with gold my heart was stolen heart was stolen the storm comes and goes and i keep walking i keep walking rain drops shine with gold my heart was stolen heart was stolen,0,1
