name_lower,artist_lower,spt_id,release_year,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe,lyric,is_bb
closer,the chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,2016,244,95,-6,Major,8,4B,66,75,52,41,0,11,3,"hey i was doing just fine before i met you
i drink too much and thats an issue but im okay
hey you tell your friends it was nice to meet them
but i hope i never see them again
i know it breaks your heart
moved to the city in a brokedown car
and four years no calls
now youre lookin pretty in a hotel bar
and iii cant stop
no iii cant stop
so baby pull me closer
in the backseat of your rover
that i know you cant afford
bite that tattoo on your shoulder
pull the sheets right off the corner
of the mattress that you stole
from your roommate back in boulder
we aint ever gettin older
we aint ever gettin older
we aint ever gettin older
you look as good as the day i met you
i forget just why i left you i was insane
stay and play that blink182 song
that we beat to death in tucson okay
i know it breaks your heart
moved to the city in a brokedown car
and four years no call
now im lookin pretty in a hotel bar
and iii cant stop
no iii cant stop
so baby pull me closer
in the backseat of your rover
that i know you cant afford
bite that tattoo on your shoulder
pull the sheets right off the corner
of the mattress that you stole
from your roommate back in boulder
we aint ever gettin older
we aint ever gettin older
we aint ever gettin older
so baby pull me closer
in the backseat of your rover
that i know you cant afford
bite that tattoo on your shoulder
pull the sheets right off the corner
of the mattress that you stole
from your roommate back in boulder
we aint ever gettin older
we aint ever gettin older
no we aint ever gettin older
we aint ever gettin older
no we aint ever gettin older
we aint ever gettin older
we aint ever gettin older
we aint ever gettin older
no we aint ever gettin older
older
we aint ever gettin older
older
no we aint ever gettin older",1
wildstar (feat. foxes),giorgio moroder,6popMZIpPVgs6Bl70UQgq1,2015,227,128,-4,Minor,1,12A,47,64,80,1,0,42,6,"i keep dancing in my dreams
pirouette into your arms
flying high like you wouldnt believe
wishing on a weightless heart
ive got carried away on an endless dream
probably took it way too far
when the glitter falls into the light
ill be dancing like a wildstar
ooh ooh ooh
glitter falls into the light
and ill be dancing like a wildstar
light up light up light up the sky
light up light up light up the sky
i keep dancing in my dreams
pirouette into your arms
flying high like you wouldnt believe
wishing on a weightless heart
ive got carried away on an endless dream
probably took it way too far
when the glitter falls into the light
ill be dancing like a wildstar
ooh ooh ooh
glitter falls into the light
and ill be dancing like a wildstar
light up light up light up the sky
light up light up light up the sky
dancing like a wildstar
dancing like a wildstar
dancing like a wildstar
dancing like a wild dancing like a wild
dancing like a dancing like a dancing like a dancing like a
dancing dancing dancing dancing dancing
glitter falls into the light and ill be dancing like a wildstar
glitter falls into the light and ill be dancing like a wildstar
ooh ooh ooh
glitter falls into the light
and ill be dancing like a wildstar
ooh ooh ooh
glitter falls into the light
and ill be dancing like a wildstar
dancing like a wildstar
dancing like a wildstar
glitter falls into the light
and ill be dancing like a wildstar",0
679,fetty wap,5NQbUaeTEOGdD6hHcre0dZ,2015,196,190,-6,Major,7,9B,60,62,72,0,0,63,32,"yeah baby 17
remyboy lifestyle
ay ay look
baby girl youre so damn fine though
im tryna know if i could hit it from behind though
im sipping on you like some fine wine though
and when its over i press rewind though ayy
you talking bands girl i got it
benjamins all in my pocket
i traded in my trues for some robins
he playing batman fettys gon rob him ayy
i got a glock in my rari ayy
17 shots no 38
i got a glock in my rari
17 shots no 38
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
uh yeah monty
tell me what you see
is it money or its me
i smoke twenty smell the weed
i got hunnies in my v
they like monty can you be my baby daddy
im like yeah
i got robins on my jeans
you see the wings on every pair
all you see is remy boyz
you know my niggas everywhere
and if somebody got a problem
we could meet up anywhere
now go say something
dont you niggas play dumb
you know where we came from
you dont want sauce no a1
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
ayy they think they know us
they cant control us
man i got this sewed up
remy boyz they know us
679 this is zoo year baby
monty and the zoovier baby
zoogang all my zoo near baby yeah baby
a thousand on my shoes when i walk through baby
105 for a walkthrough baby
zoogang you know my whole zoo near
and baby im zoovier
ayy she a cutie and she fine make me wanna make her mine
she aint nothing like them bimbos
if you like it we can swerve we can light and stain up here
blowing pluck it out the window
we get playing press rewind got her singing every time
take a high note for me girlfriend
got my city looking rude
i aint diddy i aint loon but i think i need a girlfriend
she feeling great as im talking to her
she a remygirl so im gon pursue her
i brought a lot of loud lot of remy to sip on
thousand dollars when i get my tip on
im off her asked her if her fatty real
she said thats all her got her with the happy feel
im bout to spoil her gogogot her with the happy feel
im bout to spoil her oh my
im like yeah shes fine
wonder when shell be mine
she walk past i press rewind
just to see that ass one more time
and i got this sewed up
remy boyz they know us
all fast money no slow bucks
no one can control us
ayy yeah baby
zoowap monty
zoowap dicey
yeah baby remy boyz
yeah yeah",1
love runs out,onerepublic,5BJSZocnCeSNeYMj3iVqM7,2014,224,120,-4,Major,7,9B,74,72,94,17,0,10,6,"ill be your light your match your burning sun
ill be the bright in black thats makin you run
and well feel alright and well feel alright
cause well work it out yeah well work it out
ill be doin this if you have a doubt
till the love runs out till the love runs out
ill be your ghost your game your stadium
ill be your fiftythousand clapping like one
and i feel alright and i feel alright
cause i worked it out yeah i worked it out
ill be doin this if you have a doubt
till the love runs out till the love runs out
i got my mind made up man i cant let go
im killing every second till it saves my soul
woo ill be running woo ill be running
till the love runs out till the love runs out
and well start a fire and well shut it down
till the love runs out till the love runs out
theres a maniac out in front of me
got an angel on my shoulder and mephistopheles
but mama raised me good mama raised me right
mama said do what you want say prayers at night
and im saying them cause im so devout
till the love runs out till the love runs out yeah
i got my mind made up man i cant let go
im killing every second till it saves my soul
woo ill be running woo ill be running
till the love runs out till the love runs out
and well start a fire and well shut it down
till the love runs out till the love runs out
oohwoah we all want the same thing
oohwoah we all run for something
run for god for fate for love for hate
for gold and rust for diamonds or dust
ill be your light your match your burning sun
ill be the bright in black thats makin you run
i got my mind made up man i cant let go
im killing every second till it saves my soul
woo ill be running woo ill be running
till the love runs out till the love runs out
and well start a fire and well shut it down
till the love runs out till the love runs out
ill be your light your match your burning sun
ill be the bright in black thats makin you run
and well feel alright and well feel alright
cause well work it out yes well work it out
and well start a fire and well shut it down
till the love runs out till the love runs out
till the love runs out",1
pour me a drink,post malone,0mNzElhEofvgMWAJoOA4q9,2024,195,119,-4,Major,11,1B,87,58,91,0,0,31,3,"forty hours got me goin out my mind
dallas dropped another game in overtime
caught a ticket speedin down the 65
dont know where im goin
guess i really went and messed it up again
now my babys goner than the tulsa wind
judgin by the stonesober state im in
need to crack one wide open
somebody pour me a drink somebody bum me a smoke
im bout to get on a buzz im bout to get on a roll
yeah ive been breakin my back just keepin up with the joneses
yall know what i mean and yall know how it goes
when its up on a friday and im paid slide one over my way
i cant even think when i can hear one callin my name hey
somebody pour me a drink
pour me a drink
bourbonbrown eyes tryna get me drunk
aint stoppin til the bottle and the job is done
hey i think i mightve found my future love
buddy you should probably buy her one
somebody pour me a drink somebody bum me a smoke
im bout to get on a buzz im bout to get on a roll
yeah ive been breakin my back just keepin up with the joneses
yall know what i mean yeah yall know how it goes
when its up on a friday and im paid slide one over my way
i cant even think when i can hear one callin my name hey
somebody pour me a drink
somebody pour me a drink
ooh ooh ooh
somebody pour me a drink somebody bum me a smoke
im bout to get on a buzz im bout to get on a roll
yeah ive been breakin my back just keepin up with the joneses
yall know what i mean yeah yall know how it goes
when its up on a friday and im paid slide one over my way
i cant even think when i can hear one callin my name hey
somebody pour me a drink
somebody pour me a drink
yeah somebody pour me a drink
hey
yes sir
pour me a drink
im on it buddy
pour me a drink",1
what lovers do,maroon 5,2j5hsQvApottzvTn4pFJWF,2018,199,110,-5,Minor,5,4A,42,80,60,8,0,10,6,"say say say hey hey now baby
oh mama dont play now baby
say say say hey hey now baby
so lets get one thing straight now baby
tell me tell me if you love me or not
love me or not love me or not
i bet the house on ya am i lucky or not
lucky or not lucky or not
you gotta tell me if you love me or not
love me or not love me or not
been wishin for ya am i lucky or not
lucky or not lucky or not
oohoohoohoohooh
been wishin for you
ooh ooh
tryna do what lovers do ooh
oohoohoohoohooh
been wishin for you
ooh ooh
tryna do what lovers do ooh
say say say hey hey now baby
you gon make me hit you with that laydown baby oh
oh say say say hey hey now baby
you know what i need out the gate now baby oh oh
tell me tell me if you love me or not
love me or not love me or not nanana
i bet the house on ya am i lucky or not
lucky or not lucky or not nana
you gotta tell me if you love me or not
love me or not love me or not oh yeah
been wishin for you am i lucky or not
lucky or not lucky or not
oohoohoohoohooh
been wishin for you
ooh ooh
tryna do what lovers do ooh
oohoohoohoohooh
been wishin for you wishin
ooh ooh
tryna do what lovers do ooh
hey yeah what lovers do oh ohoh
what lovers do mmm nanana hey yeah
what lovers do oh mmm nanana ohoh yeah
arent we too grown for games
arent we too grown to play around
young enough to chase
but old enough to know better
are we too grown for changin
are we too grown to mess around yeah
ooh and i cant wait forever baby
both of us should know better
oohoohoohoohooh
been wishin for you
ooh ooh
tryna do what lovers do ooh
oohoohoohoohooh
been wishin for you
ooh ooh
tryna do what lovers do ooh
oohoohoohoohooh
been wishin for you you oh yeah
ooh ooh ooh
tryna do what lovers do ooh tryna do what lovers do
oohoohoohoohooh
been wishin for you been wishin for love
ooh ooh
tryna do what lovers do ooh do ah
oohoohoohoohooh
been wishin for you tryna do
ooh ooh
tryna do what lovers do ooh",1
agora hills,doja cat,7dJYggqjKo71KI9sLzqCs8,2023,265,123,-6,Minor,8,1A,39,75,67,23,0,12,10,"ooh
yeah yeah
kissin and hope they caught us ah
whether they like or not not
i wanna show you off off
i wanna show you off off
i wanna brag about it yeah
i wanna tie the knot knot
i wanna show you off off
i wanna show you off off
i wanna show you off
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you yeah
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you
hold my hand
you can hit while they watch boy
so 930 ill see you there
no you hang up you hang up
somethin different about you
love it when he hit and smack too
baby let me lick on your tattoos
thats true that i like pda take it to a seedy place
suck a little dick in the bathroom
who that man with the big strong hands
on her ass in the club with the paps baby thats you
frontseat chillin with the window down
i be ten toеs down on the dash gettin fast food
hope you can handlе the heat put your name in the streets
get used to my fans lookin at you
fuck what they heard i dont fuck with them birds
im a mean kitty dont get stabbed with the rat tooth
boys be mad that i dont fuck incels
girls hate too gun to their pigtail
i love you i wanna big chill
boy dont trip ill split a big bill
take you round the world they dont have to understand
rub it in their face put a rock on her hand
baby can you call me back i miss you
its so lonely in my mansion
kissin and hope they caught us ah
whether they like or not not
i wanna show you off off
i wanna show you off off
i wanna brag about it yeah
i wanna tie the knot knot
i wanna show you off off
i wanna show you off off
i wanna show you off
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you yeah
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you
hold my hand
you can hit while they watch boy
ah sorry i was takin a sip of my root beer
cause love is pain but i need this shit yeah
we fuck too good when the bean kicks in
like fortnite ima need your skin yeah
dont give a fuck where the penis been uh
boy youre the one youre the only man
me and you on my onlyfans
holy cow youre the holy trin
hold me down when a hole need dick
be my security its your therapy
with you i aint holding shit back
when i need my space you give that
when he broke my heart you fixed that
with a long walk on the beach
love it when they honkhonk on the street beep
when they see us zoom by in the jeep yeah
we a whole damn joint we a energy
baby we could just ride on our enemies
they all wanna know how you get to me
let em feel how they feel and be philistines
cause this type of loves the epitome said
baby youre literally capping to me right now
like why are you capping me
you just cap so hard its i dont know what to do
kissin and hope they caught us ah
whether they like or not not
i wanna show you off off
i wanna show you off off
i wanna brag about it yeah
i wanna tie the knot knot
i wanna show you off off
i wanna show you off off
i wanna show you off
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you yeah
yeah yeah
i wanna show you off off
i wanna show you off off
i wanna show you
hold my hand
you can hit while they watch boy",1
stay with you,cheat codes,7q8jJ1XZEliBakZSUMFde5,2017,211,140,-9,Minor,2,7A,35,74,51,10,0,9,4,"yeah i know know im scared of commitment
but tell me who isnt tell me who isnt
i know its easier being alone
but when you come over again
im not gonna pretend i want anyone else cause i dont
im tired of being alone
i wanna stay with you you you
make love all day with you you you
stay sipping champagne with you you you
if you wanna do drugs come through through through
i wanna stay with you you you
make love all day with you you you
stay sipping champagne with you you you
if you wanna do drugs come through through through
i wanna stay with
stay with with
so lets start where we left
we can lay in my bed but we wont go to bed
no we wont
im not one for taking it slow
so when you come again and again
with the sheets in your hand
you cant even pretend that you dont
love how i make you moan
i wanna stay with you you you
make love all day with you you you
stay sipping champagne with you you you
if you wanna do drugs come through through through
i wanna stay with you you you
make love all day with you you you
stay sipping champagne with you you you
if you wanna do drugs come through through through
i wanna stay with
stay with with
ooh stay
stay with
with you
stay with you
stay with you
stay with you
im not looking for something new
i wanna stay with you you you
make love all day with you you you
stay sipping champagne with you you you
if you wanna do drugs come through through through
i wanna stay with you yeah
stay with with
ooh stay
stay with
ooh with you",0
heat waves,glass animals,3USxtqRwSYz57Ewm6wWRMp,2020,238,81,-7,Major,11,1B,53,76,53,44,0,9,9,"last night all i think about is you
dont stop baby you can walk through
dont want baby think about you
you know that im never gonna lose
road shimmer wigglin the vision
heat heat waves im swimmin in a mirror
road shimmer wigglin the vision
heat heat waves im swimmin in a
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
usually i put somethin on tv
so we never think about you and me
but today i see our reflections clearly
in hollywood layin on the screen
you just need a better life than this
you need somethin i can never give
fake water all across the road
its gone now the night has come but
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
you cant fight it you cant breathe
you say somethin so lovin but
now i gotta let you go
youll be better off in someone new
i dont wanna be alone
you know it hurts me too
you look so broken when you cry
one more and then i say goodbye
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
i just wonder what youre dreamin of
when you sleep and smile so comfortable
i just wish that i could give you that
that look thats perfectly unsad
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
heat waves been fakin me out
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
sometimes all i think about is you
late nights in the middle of june
heat waves been fakin me out
cant make you happier now
road shimmer wigglin the vision
heat heat waves im swimmin in a mirror
road shimmer wigglin the vision
heat heat waves im swimmin in a mirror",1
all she wanna do - piano version,john legend,1ZJkv8slrngylb5Ef3wLjE,2023,213,112,-5,Major,3,5B,61,60,51,84,0,13,3,"she moves in peculiar ways
this room is nothin more than her stage
its so cruel
the life of the party
shell be the death of me
i told her youre the love of my night
i wont stop til youre the love of my life
i wont stop til youre the one that im takin home
one i been waitin for
but all she wanna do is
all she wanna do is
all she wanna do is dance
all i wanna do is get up on her
got me in the palm of her hands
all i wanna touch is her nirvana
feels like i been waitin for
forever and a night to get this chancе
but all she wanna do is
all she wanna do is
all she wanna do is dancе
all i wanna do is pull her closer
got me in the palm of her hands
she dont want this song to be over
feels like i been waitin for
forever and a night to get this chance
but all she wanna do is
all she wanna do is
daylight cant get away from the flashin lights
she on the run tryna chase that high yeah
the life of the party
shell be the death of me
i told her youre the love of my night
i wont stop til youre the love of my life
i wont stop til youre the one that im takin home
one i been waitin for
but all she wanna do is
all she wanna do is
all she wanna do is dance
all i wanna do is get up on her
got me in the palm of her hands
all i wanna touch is her nirvana
feels like i been waitin for
forever and a night to get this chance
but all she wanna do is
all she wanna do is dance uh
wanna dance dance dance dance
wanna dance dance dance dance
wanna dance dance dance dance
yeah
all she wanna do is dance
all i wanna do is get up on her
got me in the palm of her hands
all i wanna touch is her nirvana
feels like i been waitin for
forever and a night to get this chance
but all she wanna do is
all she wanna do is
oh ohoh oh ohoh oh oh
woo
feels like i been waitin for
forever and a night to get this chance
but all she wanna do is
all she wanna do is
ayy ayy yeah yeah
she dont want this song to be over
feels like i been waitin for
forever and a night to get this chance
but all she wanna do is
all she wanna do is
wooooh ooh ooh
wooooh ooh ooh ooh
feels like i been waitin for forever yeah
but all she wanna do is",0
i still want you,richard hawley,2FdlazENi4Cz960NQP8vQF,2015,246,162,-16,Major,10,6B,30,25,23,83,1,38,3,"sorry ive been away so long
i needed just a little more time
if you stare through the glass from moment to moment
its funny what you find
now i think im almost ready to step back into your frame
we can move our bodies like a twist of smoke
come let us shake like the flames
now i dont want to lower the tone
but you know theres still a little spare meat on the bone
oh i still want you
oh i still want you
oh i still want you
until the sun grows cold
no need to breathe all alone
under the stars is a sweet hollow meadow
where the lost things are found
under the stars is a sweet hollow meadow
where all of us are bound
now i dont want to lower tone
but you know theres still a little spare meat on the bone
oh i still want you
oh i still want you
oh i still want you
until the sun grows cold
no need to breathe all alone
oh i still want you
oh i still want you
oh i still want you
until the sun grows cold
no need to breathe all alone
oh i still want you",0
adderall,max frost,4Xx0J00u90QvnG3rwz4Itp,2016,218,100,-4,Major,6,2B,56,68,89,0,0,6,4,"one two
one two three oh
i got a new disease
i saw it on tv
its takin hold of me
and i believe that i might be insane
my thoughts are incomplete
up late i dont get sleep
they say its clear to see
that add is all theres left to blame
i cant get it together
i should know better
i got a mind like weather
that always seems to change
its getting harder
so i need a doctor
hes gonna make me smarter
at least thats what they say
ive been bouncing off the walls
and shaking the adderall
wont loosen the pressure
theres only so much i can take
wake up i need someone
to stop me cause adderall
wont loosen the pressure
theres only so much i can take
ooh ooh ooh ooh
ooh ooh ooh ooh
ooh ooh ooh ooh
theres only so much i can take
i break into the scene
buzz from a new vaccine
thats curing all my dreams
its fine with me as long as i get more
my doors left off the latch
and all my mirrors cracked
now theres no turning back
so i just laugh and pass out on the floor
i cant get it together
i should know better
i got a mind like weather
that always seems to change
its getting harder
so i need a doctor
hes gonna make me smarter
at least thats what they say
ive been bouncing off the walls
and shaking the adderall
wont loosen the pressure
theres only so much i can take
wake up i need someone
to stop me cause adderall
wont loosen the pressure
theres only so much i can take
ooh ooh ooh ooh
ooh ooh ooh ooh
ooh ooh ooh ooh
theres only so much i can take
i cant sleep cause i dont wanna
i dont want no marijuana
tell my mom i tried to warn ya
take one more and im a goner
ive been bouncing off the walls
and shaking the adderall
wont loosen the pressure
theres only so much i can take
ive been bouncing off the walls
and shaking the adderall
wont loosen the pressure
theres only so much i can take
wake up i need someone
to stop me cause adderall
wont loosen the pressure
theres only so much i can take
ooh ooh ooh ooh
ooh ooh ooh ooh
ooh ooh ooh ooh
theres only so much i can take
ooh ooh ooh ooh
ooh ooh ooh ooh
ooh ooh ooh ooh
theres only so much i can take",0
nothing's free,angel olsen,5IyRSZy0R7UdweNISjf5qS,2023,278,110,-9,Major,6,2B,14,46,37,54,20,53,3,"here it comes
feel it break
that old cell
the one you thought had kept you safe
but nothings free
like breaking free
out of the past these chains i know
ill never be more sure of anything
here it comes
no way to stop it now
im broken
down for you like no one else
like no one else
im broken",0
wasted age,we came as romans,4q0OK0HRaLd2Wzz23GeApJ,2017,226,170,-4,Major,6,2B,75,41,94,0,0,20,7,"you got me thinking its over so hear me out
that look you have says it all without a single word
years of calling out but not a thing was heard
were holding on because its all we know
were just holding on to say we didnt let go
go on and say it
weve known for so long that this was over
i need to hear it
your silence is the sound of closure
hear me out
youre telling me right now
youre scared again and now youre losing composure
youre telling me right now
you cared but you were never honest
i dont even want it
no take away our wasted age
no take away our wasted age
the words you said show a side of you i havent seen
years of looking past what was in front of me
youre just holding on cause you cant let it show
youre just holding on cause youre too proud to let go
go on and say it
weve known for so long that this was over
you need to hear it
the sound of closure
youre telling me right now
youre scared again and now youre losing composure
youre telling me right now
you cared but you were never honest
i dont even want it
no take away our wasted age
no take away our wasted age
your voice is nails on a chalkboard
the sound of closure in the discord
your voice is nails on a chalkboard
your voice is nails on a chalkboard
yeah
are you listening now
can you hear the sound
youre telling me right now
youre scared again and now youre losing composure
youre telling me right now
you cared but you were never honest
i dont even want it
no take away our wasted age
no take away our wasted age
you got me thinking its over so hear me out
your silence is the sound of closure
you got me thinking its over so hear me out
the sound of closure",0
"honey, i'm good.",andy grammer,4Tt6GiWS2V9sQjZjS2xjp2,2014,199,122,-6,Major,9,11B,58,75,80,3,0,34,6,"nah nah honey im good
i could have another but i probably should not
i got somebody at home home home home
its been a long night here and a long night there
and these long long legs are damn near everywhere
hold up now
you look good i will not lie
but if you ask where im staying tonight i gotta be like
oh baby nah baby
you got me all wrong baby
my babys already got all of my love
so nah nah honey im good
i could have another but i probably should not
i got somebody at home and if i stay i might not leave alone
nah honey im good
i could have another but i probably should not
i gotta bid you adieu to another i will stay true true
i will stay true true i will stay true true
now better men than me have failed
drinking from that unholy grail
now check it out
i got her and she got me and you got that ass
but i kindly gotta be like
oh baby nah baby
you got me all wrong baby
my babys already got all of my love
so nah nah honey im good
i could have another but i probably should not
i got somebody at home and if i stay i might not leave alone
nah honey im good
i could have another but i probably should not
i gotta bid you adieu to another i will stay true true
i will stay true true i will stay true true
oh im sure you sure you will make somebodys night
but oh i assure you assure you it sure as hells not mine
oh no honey im good
i could have another but i probably should not
i got somebody at home and if i stay i might not leave alone
nah honey im good
i could have another but i probably should not
i gotta bid you adieu to another i will stay true
nah nah honey im good
i could have another but i probably should not
i got somebody at home and if i stay i might not leave alone
nah honey im good
i could have another but i probably should not
i gotta bid you adieu to another i will stay true true
i will stay true true i will stay true true i will stay true true
i will stay true true
sing it now
oh whoa oh
i will stay true",1
let me love you (until you learn to love yourself),ne-yo,4kte3OcW800TPvOVgrLLj8,2012,251,125,-7,Major,5,7B,25,66,68,25,0,37,4,"much as you blame yourself you cant be blamed for the way that you feel
had no example of a love that was even remotely real
how can you understand something that you never had
ooh baby if you let me i can help you out with all of that
girl let me love you and i will love you
until you learn to love yourself
girl let me love you and all your trouble
dont be afraid girl let me help
girl let me love you and i will love you
until you learn to love yourself
girl let me love you
a heart of numbness gets brought to life
ill take you there
girl let me love you
girl let me love you baby oh
girl let me love you
girl let me love you baby
girl let me love you
let me love you let me love you oh
i can see the pain behind your eyes
its been there for quite a while
i just wanna be the one to remind you what it is to smile yeah
i would like to show you what true love can really do
girl let me love you and i will love you
until you learn to love yourself
girl let me love you and all your trouble
dont be afraid girl let me help
girl let me love you and i will love you
until you learn to love yourself
girl let me love you
a heart of numbness gets brought to life
ill take you there ohhey
girl let me love you baby
girl let me love you
let me love you
girl let me love you baby
girl let me love you
girl let me love you
let me love you
girl let me love you
for every heart that beats for every heart that beats
for every heart that beats for every heart that beats
heart that beats heart that beats
heart that beats heart that beats
girl let me love you and i will love you
until you learn to love yourself
girl let me love you and all your trouble
dont be afraid girl let me help
girl let me love you and i will love you
until you learn to love yourself
girl let me love you
a heart of numbness gets brought to life
ill take you there
girl let me love you
girl let me love you baby love you baby
girl let me love you
let me love you babe love you babe oohoohah",1
gangster,yuvan shankar raja,3d32X1JXSXTH32lyK20SkS,2012,247,122,-5,Minor,2,7A,30,77,71,0,34,34,3,"gang gang gangster here comes the monster
gang gang gangster you will surrender
gang gang gangster here comes the monster
gang gang gangster you will surrender
thannai thaane sethukiyavan ivan
vithi irutinil kirukiyavan ivan
vazhvil ellam othukiyavan ivan
vali yil inbam thediyavan ivan
don don donmiralum don don
donu kellam don intha billa dan
don don donathirum don don
singathin veri intha billa dan
give your wayyour way
to this gangster
give your wayyour way
to this monster
erimalai malai meleri kodi kattuvan
ivan ezhunthathum elorum kai kattuvan
 engegengo mugam kaatuvaan
ivan yemanuke theriyamal bayam kaatuvaan
don don donmeralum don don
donu kellam don intha billa dan
don don donathirum don don
singathin veri intha billa dan
gang gang gangster here comes the monster
gang gang gangster here comes the monster
gang gang gangster here comes the monster
gang gang gangster you will surrender
david billa billa billa
here i am david billa is the monster
drop drop drop drop the beat
don don donfeel so strong
if you stand in his wayyou will not live for long
don don donhis power so strong
so of his gamehe is never wrong
gang gang gangster here comes the monster
gang gang gangster here comes the monster
gang gang gangster here comes the monster
gang gang gangster you will surrender",0
talk you out of it,florida georgia line,4qQwGRtGT7l6ckQtdPEFd4,2019,202,120,-5,Major,4,12B,56,65,71,58,0,8,4,"girl i know you had a long day
you aint feelin them downtown lights
but i got a bottle at your favorite place
just waitin for us in a bucket on ice
damn i didnt think itd be that easy
cause now youre gettin ready
im just sittin here watchin tv
here you come lookin like a grown mans dream
damn i cant believe i cant believe
i talked you into slippin down the hall baby turnin on
your playlist you play when youre in the shower
talked you into taking up my time making up your mind
switching back and forth for an hour
and now youre lookin like a line from a vandross song
im looking at that fine little dress you got on
dont get me wrong girl i love it
now i just wanna talk you out of it
yeah as cool as it would be
watchin people wonder who you are
oh we should just say we did we can start with a kiss
and pretend we just got back from the bar
i talked you into slippin down the hall baby turnin on
your playlist you play when youre in the shower
talked you into taking up my time making up your mind
switching back and forth for an hour
and now youre lookin like a line from a vandross song
im looking at that fine little dress you got on
dont get me wrong girl i love it
now i just wanna talk you out of it
yeah its a little cold outside
musics probably way too loud
to hear you laugh
and theres a look in your eyes
looks like we aint leavin now
girl im so glad im so glad
i talked you into slippin down the hall baby turnin on
your playlist you play when youre in the shower
talked you into taking up my time making up your mind
switching back and forth for an hour
and now youre lookin like a line from a vandross song
im looking at that fine little dress you got on
dont get me wrong girl i love it
now i just wanna talk you out of it",1
intro (end of the world),ariana grande,2o1pb13quMReXZqE7jWsgq,2024,92,85,-9,Major,10,6B,39,51,36,67,0,18,4,"uh
how can i tell if im in the right relationship
arent you really sposed to know that shit
feel it in your bones and own that shit i dont know
then i had this interaction ive been thinkin bout for like five weeks
wonder if hes thinkin bout it too and smiling
wonder if he knows that thats been whats inspirin me
wonder if hes judgin me like i am right now
i dont care
id rather tell the truth truth
than make it worse for you mm you
if the sun refused to shine
baby would i still be your lover
would you want me there
if the moon went dark tonight
and if it all ended tomorrow
would i be the one on your mind your mind your mind
and if it all ended tomorrow
would you be the one on mine",0
california,gareth emery,0o6V0Ij0wf7nZiTxPTiWgQ,2022,191,150,-10,Major,8,4B,18,48,79,0,0,12,4,"taking the night train
trying to explain
just what i feel
city at sunset
a mind full of regret
nothing is real
then i feel your touch
youre right next to me
what do i do now
who do i need to be
watching the north star
acoustic guitar
nothing to say
waiting for your sign
a melody or rhyme
to guide my way
then i feel your touch
youre right next to me
what do i do now
who do i need to be
california
can you show me
who i need to be
from your mountains
to the black sea
you still believe in me
behind all the pain
i know youre not to blame
california
can you show me
who i need to be
back on the beach path
your future and my past
the sun and rain
remember why i came
watching thе sky change
you call my name
and i heard your words
you wеre right behind me
you said you know who you are
now be who you need to be
california
can you show me
who i need to be
from your mountains
to the black sea
you still believe in me
behind all the pain
i know youre not to blame
california
can you show me
who i need to be
california
can you show me
forecast again were expecting numbers in the upper seventies or eighties  beautiful  for the beaches were at seventy if you do plan to head up for the coast for the ie high desert and mountains
california
can you show me",0
